product_id,sku,product_name,category,subcategory,brand,price_usd,cost_usd,weight_kg,dimensions,color,size,active,stock_quantity,reorder_level,supplier_id,created_at,updated_at,source_system,ingestion_timestamp,rating,review_count,in_stock
PROD-000803,SKU-374532,Horizontal human-resource methodology,Toys,Games,Oliver LLC,120.69,371.07,38.33,41x53x20,Orange,L,True,336,88,SUPP-017,2023-09-04 16:22:41.578590,2025-04-30 12:20:35.453846,snowflake,2025-03-22 10:50:05.355037,2.6,21,True
PROD-000804,SKU-837518,Cloned responsive structure,Electronics,Tablets,"Stevens, Wise and West",892.18,452.35,11.48,61x50x17,Green,M,False,128,41,SUPP-069,2024-08-30 23:48:34.849760,2025-01-19 15:40:12.931294,snowflake,2025-03-22 10:50:05.355037,4.2,21,True
PROD-000805,SKU-673592,Upgradable client-server utilization,Electronics,Tablets,Casey Inc,75.29,354.49,7.0,47x90x28,Black,XL,True,654,50,SUPP-046,2023-11-24 17:10:00.894161,2025-02-02 00:59:32.144249,snowflake,2025-03-22 10:50:05.355037,4.3,21,True
PROD-000806,SKU-937860,Advanced system-worthy capability,Clothing,Accessories,"Velasquez, Hensley and Williamson",250.77,365.48,39.65,59x72x25,Orange,XS,False,596,90,SUPP-016,2023-10-04 15:45:48.047965,2025-03-08 16:24:40.253062,snowflake,2025-03-22 10:50:05.355037,5.0,25,True
PROD-000807,SKU-191931,Business-focused interactive migration,Clothing,Kids,Freeman PLC,694.75,153.55,45.36,6x2x29,Red,XS,True,461,88,SUPP-005,2023-09-22 21:35:11.450628,2025-01-06 18:06:42.197324,snowflake,2025-03-22 10:50:05.355037,5.0,12,True
PROD-000808,SKU-338338,Reactive user-facing structure,Toys,Outdoor,Conner-James,872.08,398.99,15.49,55x66x48,Yellow,One Size,True,310,37,SUPP-045,2024-02-05 07:08:29.231921,2024-11-12 17:25:25.401847,snowflake,2025-03-22 10:50:05.355037,4.0,23,True
PROD-000809,SKU-982330,Public-key homogeneous benchmark,Sports,Team Sports,Fischer LLC,611.24,333.17,7.75,57x38x39,Orange,S,True,666,36,SUPP-028,2024-02-27 06:12:59.830763,2025-03-05 06:31:45.214753,snowflake,2025-03-22 10:50:05.355037,4.6,26,True
PROD-000810,SKU-729212,Secured user-facing open architecture,Sports,Winter Sports,Mclaughlin PLC,309.78,307.34,45.03,84x77x31,Orange,One Size,False,738,91,SUPP-035,2024-08-30 23:06:36.813228,2025-04-03 00:30:55.182514,snowflake,2025-03-22 10:50:05.355037,3.4,37,False
PROD-000811,SKU-640351,Profit-focused reciprocal challenge,Toys,Dolls,Cooper Ltd,471.71,71.87,14.26,87x85x20,Red,XS,False,165,70,SUPP-037,2023-03-14 04:51:21.660216,2025-02-14 03:39:23.628421,snowflake,2025-03-22 10:50:05.355037,3.6,20,True
PROD-000812,SKU-314243,Adaptive multimedia firmware,Books,Educational,Andrews Group,82.61,389.55,9.1,26x50x36,White,L,True,699,49,SUPP-083,2023-12-09 03:58:51.591873,2025-06-01 19:33:53.789243,snowflake,2025-03-22 10:50:05.355037,4.7,27,True
PROD-000813,SKU-767488,Multi-lateral optimizing matrices,Clothing,Accessories,"Carlson, Fritz and Shaw",85.04,436.0,15.95,70x34x20,Purple,XL,False,741,13,SUPP-060,2024-07-11 22:45:26.850102,2025-05-14 19:40:47.096351,snowflake,2025-03-22 10:50:05.355037,2.9,25,True
PROD-000814,SKU-935418,Seamless systemic archive,Toys,Educational,Gardner PLC,960.48,354.9,37.48,69x18x19,Green,L,False,225,20,SUPP-028,2024-08-18 18:10:24.738672,2025-10-01 12:21:40.299204,snowflake,2025-03-22 10:50:05.355037,4.0,21,True
PROD-000815,SKU-103320,Compatible directional standardization,Clothing,Men's,"Berry, Delgado and Page",498.31,50.65,14.87,14x90x23,Green,XXL,False,272,59,SUPP-055,2023-10-13 13:23:07.465944,2024-11-02 18:08:30.443753,snowflake,2025-03-22 10:50:05.355037,3.8,29,True
PROD-000816,SKU-152979,Programmable logistical capability,Sports,Fitness,Hansen Inc,149.7,237.68,26.37,48x15x29,Yellow,XXL,True,21,84,SUPP-023,2023-12-16 17:35:42.852225,2025-06-21 15:44:49.081517,snowflake,2025-03-22 10:50:05.355037,4.6,21,True
PROD-000817,SKU-973279,Programmable client-driven contingency,Sports,Team Sports,"Mitchell, Henderson and Foster",582.87,271.89,40.71,86x80x42,Blue,L,False,972,48,SUPP-007,2023-09-17 13:32:22.117122,2024-11-08 22:42:29.855764,snowflake,2025-03-22 10:50:05.355037,3.2,28,True
PROD-000818,SKU-743484,Compatible foreground data-warehouse,Sports,Team Sports,"Barrera, Fox and Jensen",557.95,256.26,47.52,15x33x31,Red,M,True,889,17,SUPP-062,2023-08-28 04:56:42.991177,2025-04-27 16:55:38.866516,snowflake,2025-03-22 10:50:05.355037,4.9,22,True
PROD-000819,SKU-997660,Innovative tangible budgetary management,Electronics,Gaming,"Thomas, Travis and Mcclain",729.44,264.88,27.84,40x91x37,Black,L,True,262,49,SUPP-059,2023-09-01 06:48:34.392751,2025-10-10 02:12:34.935964,snowflake,2025-03-22 10:50:05.355037,5.0,25,True
PROD-000820,SKU-202938,Cloned dynamic hierarchy,Clothing,Accessories,Bowman Ltd,983.94,27.18,35.28,86x29x8,Red,XL,False,523,46,SUPP-012,2023-05-07 11:01:05.245653,2025-04-30 19:07:05.820930,snowflake,2025-03-22 10:50:05.355037,3.2,20,True
PROD-000821,SKU-731924,Distributed dedicated firmware,Home,Other,Conley-Townsend,80.3,116.99,11.4,100x15x13,Yellow,XL,True,946,14,SUPP-086,2022-11-01 02:13:20.392618,2025-03-08 06:18:00.416780,snowflake,2025-03-22 10:50:05.355037,4.2,32,True
PROD-000822,SKU-542286,Secured cohesive moratorium,Home,Other,Davis-Barker,556.19,450.3,29.46,18x87x12,White,M,False,918,84,SUPP-042,2023-07-21 05:05:37.866803,2025-08-24 17:08:43.732463,snowflake,2025-03-22 10:50:05.355037,3.4,27,True
PROD-000823,SKU-927802,Managed local software,Clothing,Kids,"Gillespie, Smith and Carr",230.05,23.02,31.41,22x98x22,Red,L,False,662,41,SUPP-055,2024-09-29 23:02:04.466910,2025-03-05 07:46:37.646373,snowflake,2025-03-22 10:50:05.355037,3.5,30,True
PROD-000824,SKU-216403,Synchronized heuristic toolset,Home,Other,Harris-Thomas,406.46,400.97,27.72,61x65x26,Orange,L,True,720,32,SUPP-051,2023-06-08 06:04:56.492580,2024-10-31 17:15:03.921297,snowflake,2025-03-22 10:50:05.355037,4.4,17,True
PROD-000825,SKU-857915,Integrated eco-centric solution,Toys,Dolls,Taylor and Sons,236.14,72.2,8.26,79x99x37,White,XS,True,958,89,SUPP-042,2023-05-29 00:42:46.892829,2025-03-29 18:57:20.077884,snowflake,2025-03-22 10:50:05.355037,4.2,20,False
PROD-000826,SKU-134119,Progressive bifurcated groupware,Home,Other,"Powell, Rice and Ross",656.14,399.94,45.44,34x5x14,Orange,XL,False,230,60,SUPP-022,2024-06-09 02:04:21.383814,2025-03-07 10:58:34.375972,snowflake,2025-03-22 10:50:05.355037,3.6,24,True
PROD-000827,SKU-292838,Open-source fresh-thinking collaboration,Books,Non-Fiction,Hansen Ltd,709.36,131.13,47.4,90x44x7,Orange,L,False,93,95,SUPP-081,2023-04-07 13:43:12.870815,2025-07-18 09:52:18.726403,snowflake,2025-03-22 10:50:05.355037,3.1,24,True
PROD-000828,SKU-352882,Enterprise-wide logistical protocol,Books,Children's,Stewart-Rogers,797.32,287.11,23.85,33x7x12,Red,One Size,False,679,15,SUPP-097,2024-05-16 02:22:02.385155,2024-10-29 11:55:53.454384,snowflake,2025-03-22 10:50:05.355037,3.7,22,True
PROD-000829,SKU-595682,Persistent discrete firmware,Sports,Winter Sports,Smith-Campbell,197.4,136.93,32.18,10x39x5,Orange,XXL,False,816,64,SUPP-084,2024-08-13 10:24:57.975795,2025-07-20 14:54:28.854536,snowflake,2025-03-22 10:50:05.355037,5.0,28,True
PROD-000830,SKU-807255,Persistent bottom-line capability,Home,Other,Bryant PLC,301.35,436.46,23.94,13x61x33,Red,S,False,209,30,SUPP-028,2023-06-27 12:34:59.100606,2024-12-05 13:33:24.307991,snowflake,2025-03-22 10:50:05.355037,3.4,21,False
PROD-000831,SKU-842236,Customizable demand-driven ability,Toys,Dolls,"Taylor, Berg and Gray",417.93,343.76,33.37,37x72x47,Purple,M,False,592,70,SUPP-069,2024-08-29 08:18:08.685925,2025-02-27 15:38:24.587152,snowflake,2025-03-22 10:50:05.355037,4.0,28,True
PROD-000832,SKU-672312,Synergistic 24hour strategy,Clothing,Men's,Lopez PLC,986.98,91.02,0.52,84x27x48,Yellow,XXL,True,187,57,SUPP-077,2024-07-19 01:03:30.136134,2025-08-06 16:59:01.443364,snowflake,2025-03-22 10:50:05.355037,4.2,19,True
PROD-000833,SKU-189811,Customizable multi-state data-warehouse,Sports,Winter Sports,"Scott, Torres and Savage",904.16,23.68,22.14,87x95x16,Black,One Size,False,36,85,SUPP-097,2024-02-27 09:24:38.690932,2025-04-01 00:52:30.201218,snowflake,2025-03-22 10:50:05.355037,4.2,26,True
PROD-000834,SKU-596783,Up-sized context-sensitive matrix,Sports,Water Sports,Tate-Costa,63.3,280.94,3.07,47x36x8,Green,One Size,False,844,63,SUPP-038,2022-10-16 22:52:26.958319,2024-10-20 17:27:58.570199,snowflake,2025-03-22 10:50:05.355037,4.8,25,True
PROD-000835,SKU-564978,Persistent solution-oriented encryption,Sports,Fitness,Mendez Inc,62.97,90.21,18.91,67x70x11,Red,One Size,False,54,95,SUPP-084,2022-12-21 02:24:26.583820,2025-07-19 03:56:10.056794,snowflake,2025-03-22 10:50:05.355037,3.7,25,True
PROD-000836,SKU-467346,Persistent static projection,Books,Children's,Gonzalez-Walters,101.62,492.05,44.24,99x5x43,Blue,L,False,552,63,SUPP-029,2023-06-25 05:17:46.257658,2025-09-01 02:40:34.380329,snowflake,2025-03-22 10:50:05.355037,3.5,25,True
PROD-000837,SKU-463727,Phased context-sensitive extranet,Clothing,Kids,Wright-Jones,732.68,77.23,11.19,58x29x38,Blue,One Size,False,891,72,SUPP-071,2024-09-05 05:57:04.581956,2025-05-08 13:25:38.423115,snowflake,2025-03-22 10:50:05.355037,4.6,26,True
PROD-000838,SKU-445756,Exclusive 6thgeneration extranet,Home,Other,Kirk Group,5.05,344.67,38.94,50x58x1,White,XL,True,12,26,SUPP-080,2023-05-01 10:24:30.110628,2025-05-22 06:18:09.552953,snowflake,2025-03-22 10:50:05.355037,2.1,27,True
PROD-000839,SKU-895697,Profit-focused optimizing collaboration,Sports,Fitness,Middleton-Baird,253.15,497.48,40.38,14x6x40,Black,XXL,False,870,32,SUPP-026,2024-01-30 23:42:10.007042,2025-02-25 20:52:01.200362,snowflake,2025-03-22 10:50:05.355037,3.8,28,True
PROD-000840,SKU-813914,Versatile coherent focus group,Sports,Water Sports,Stone Group,146.66,48.57,46.72,10x45x13,Yellow,XS,False,892,27,SUPP-077,2023-06-15 19:49:04.636318,2025-04-24 09:10:02.469520,snowflake,2025-03-22 10:50:05.355037,2.9,37,True
PROD-000841,SKU-279252,Extended local frame,Books,Children's,"Anderson, Rodriguez and Castillo",475.85,286.27,15.28,79x1x20,Purple,XS,False,148,70,SUPP-053,2024-03-07 00:29:33.301809,2025-02-14 10:10:46.005178,snowflake,2025-03-22 10:50:05.355037,4.8,30,True
PROD-000842,SKU-564733,Future-proofed asynchronous parallelism,Books,Educational,Taylor-Gomez,852.74,89.54,18.8,82x12x4,Yellow,XXL,False,155,92,SUPP-073,2022-10-30 17:05:11.564291,2024-11-19 20:15:55.806760,snowflake,2025-03-22 10:50:05.355037,3.5,17,False
PROD-000843,SKU-280810,Extended foreground migration,Sports,Water Sports,"Cunningham, Shannon and Richardson",188.47,89.17,14.23,21x18x4,Orange,L,False,407,13,SUPP-093,2023-10-21 13:47:47.523898,2025-06-29 11:16:43.358409,snowflake,2025-03-22 10:50:05.355037,3.6,29,True
PROD-000844,SKU-269076,Cross-platform logistical neural-net,Home,Other,Good Group,433.9,88.33,9.64,49x22x30,Green,M,False,567,71,SUPP-007,2024-03-09 17:01:06.733656,2025-01-04 07:16:41.362391,snowflake,2025-03-22 10:50:05.355037,3.7,38,True
PROD-000845,SKU-422569,Object-based regional function,Books,Educational,"Mercado, Watson and Rodgers",550.89,434.44,36.86,67x66x45,Blue,XS,False,283,23,SUPP-090,2024-01-24 22:13:01.153370,2025-07-02 23:05:24.569011,snowflake,2025-03-22 10:50:05.355037,3.1,27,True
PROD-000846,SKU-300199,Monitored secondary access,Books,Children's,Meyer-Juarez,477.5,131.93,40.38,71x15x13,Blue,XS,False,461,57,SUPP-027,2023-08-10 05:25:24.435441,2024-11-09 05:47:28.331462,snowflake,2025-03-22 10:50:05.355037,2.6,22,True
PROD-000847,SKU-978226,Implemented cohesive service-desk,Sports,Fitness,Leonard PLC,998.7,407.06,45.46,81x100x49,Orange,L,False,633,80,SUPP-086,2023-05-15 16:48:08.633425,2025-03-26 15:26:18.296330,snowflake,2025-03-22 10:50:05.355037,3.8,29,True
PROD-000848,SKU-916585,Customer-focused regional migration,Sports,Team Sports,Bolton Ltd,233.18,108.55,22.96,42x35x46,Yellow,XXL,False,969,39,SUPP-071,2023-02-01 17:52:54.643909,2024-11-27 07:12:13.176132,snowflake,2025-03-22 10:50:05.355037,4.4,17,True
PROD-000849,SKU-299374,Distributed static hub,Home,Other,"Walker, Henry and Gilbert",833.44,436.5,5.05,12x62x44,Green,XXL,True,450,30,SUPP-042,2023-05-14 15:30:26.735067,2025-09-25 19:06:48.110818,snowflake,2025-03-22 10:50:05.355037,4.9,25,True
PROD-000850,SKU-278127,Advanced cohesive software,Toys,Games,Gates-Mathews,353.4,96.47,11.69,40x96x3,Orange,XS,True,799,40,SUPP-090,2023-05-21 07:01:29.092838,2025-08-07 19:57:13.128444,snowflake,2025-03-22 10:50:05.355037,4.6,21,True
PROD-000851,SKU-599740,Devolved 5thgeneration secured line,Home,Other,"Moyer, Perez and Rhodes",455.02,308.25,48.11,35x14x5,Red,S,True,719,45,SUPP-090,2024-09-14 03:24:38.452480,2025-10-08 20:36:21.748435,snowflake,2025-03-22 10:50:05.355037,5.0,33,True
PROD-000852,SKU-882012,Ergonomic coherent adapter,Electronics,Accessories,Rosario-Wagner,705.8,311.13,47.0,85x84x24,Red,M,True,294,97,SUPP-036,2022-11-04 19:45:14.590373,2025-05-08 20:44:43.489350,snowflake,2025-03-22 10:50:05.355037,5.0,14,True
PROD-000853,SKU-512273,Integrated static functionalities,Sports,Team Sports,Rice and Sons,791.42,178.38,43.53,15x70x39,Yellow,S,True,647,24,SUPP-097,2023-01-20 16:33:03.175555,2025-02-15 15:17:15.310099,snowflake,2025-03-22 10:50:05.355037,3.7,26,True
PROD-000854,SKU-172920,Persevering mobile projection,Sports,Water Sports,Hayes Group,849.32,61.97,0.27,64x66x42,Purple,S,True,407,96,SUPP-003,2024-04-05 17:34:06.510040,2025-03-18 16:35:42.337031,snowflake,2025-03-22 10:50:05.355037,3.5,28,True
PROD-000855,SKU-571287,Inverse transitional utilization,Sports,Winter Sports,"Meyer, Murray and Villarreal",628.16,460.46,48.46,78x4x50,Blue,XS,True,529,38,SUPP-089,2024-08-27 23:10:04.411486,2025-04-13 12:07:44.520431,snowflake,2025-03-22 10:50:05.355037,4.0,29,True
PROD-000856,SKU-595685,Quality-focused bandwidth-monitored customer loyalty,Sports,Outdoor,Banks PLC,229.04,475.47,24.89,6x54x40,Orange,M,True,960,69,SUPP-035,2023-12-30 04:08:35.088728,2025-06-01 10:27:39.764909,snowflake,2025-03-22 10:50:05.355037,4.9,20,True
PROD-000857,SKU-708551,Versatile zero administration archive,Clothing,Accessories,Stephens Inc,829.07,262.83,37.11,66x30x33,White,XXL,True,818,24,SUPP-034,2023-07-30 16:50:52.496964,2025-01-28 21:35:22.117020,snowflake,2025-03-22 10:50:05.355037,3.0,25,False
PROD-000858,SKU-738408,Down-sized value-added moratorium,Clothing,Shoes,Howard-Hampton,718.29,29.46,47.94,30x70x10,Yellow,One Size,True,18,69,SUPP-003,2022-11-12 05:37:46.618086,2025-01-27 07:41:45.105058,snowflake,2025-03-22 10:50:05.355037,4.4,28,True
PROD-000859,SKU-453056,Operative zero tolerance initiative,Electronics,Tablets,Johnson-Taylor,351.63,268.16,46.08,12x56x27,Orange,One Size,True,289,11,SUPP-082,2024-05-27 00:45:10.566024,2025-06-14 05:25:15.668432,snowflake,2025-03-22 10:50:05.355037,2.8,28,True
PROD-000860,SKU-783836,Diverse system-worthy website,Books,Children's,"Thomas, Hancock and Williams",463.31,304.04,8.6,1x11x43,Yellow,L,False,170,60,SUPP-040,2024-10-07 21:31:39.204156,2024-11-17 23:31:02.560789,snowflake,2025-03-22 10:50:05.355037,5.0,22,True
PROD-000861,SKU-953226,Business-focused multimedia core,Toys,Games,Smith and Sons,619.32,61.98,21.89,65x17x40,Black,M,True,527,76,SUPP-042,2022-10-24 12:56:07.139170,2025-07-10 09:38:44.015395,snowflake,2025-03-22 10:50:05.355037,3.0,32,True
PROD-000862,SKU-507618,Compatible hybrid task-force,Electronics,Smartphones,Colon-Johnson,198.4,492.87,0.18,97x3x43,Purple,S,False,593,61,SUPP-085,2022-10-25 13:15:30.937748,2025-04-02 21:56:04.344840,snowflake,2025-03-22 10:50:05.355037,3.9,27,False
PROD-000863,SKU-955711,User-centric cohesive extranet,Electronics,Smartphones,Bryant-Moreno,453.39,406.44,6.95,25x12x12,Red,One Size,False,280,43,SUPP-088,2024-09-08 23:41:00.961389,2025-08-17 21:05:00.766725,snowflake,2025-03-22 10:50:05.355037,2.9,27,True
PROD-000864,SKU-299467,Organized executive support,Home,Other,Scott-Rogers,40.36,484.16,32.8,87x64x10,White,XL,False,239,12,SUPP-038,2023-03-12 13:19:08.518919,2025-02-02 07:45:12.608774,snowflake,2025-03-22 10:50:05.355037,5.0,27,True
PROD-000865,SKU-151029,Pre-emptive interactive standardization,Books,Reference,Smith-Cruz,183.62,474.36,27.58,89x79x14,White,M,True,437,60,SUPP-074,2023-06-17 22:05:48.563057,2025-10-06 18:52:57.676569,snowflake,2025-03-22 10:50:05.355037,4.5,34,True
PROD-000866,SKU-701332,Enterprise-wide asynchronous migration,Electronics,Smartphones,Bridges Group,914.15,231.94,45.85,80x54x24,Blue,L,True,43,16,SUPP-032,2024-02-03 00:02:13.626027,2025-01-17 14:05:38.364330,snowflake,2025-03-22 10:50:05.355037,4.1,25,True
PROD-000867,SKU-429264,Vision-oriented leadingedge flexibility,Clothing,Shoes,"Stokes, Horton and Carter",63.19,60.12,1.37,71x32x19,White,One Size,False,361,91,SUPP-038,2023-02-10 22:07:48.251129,2025-04-11 10:15:08.928069,snowflake,2025-03-22 10:50:05.355037,5.0,31,True
PROD-000868,SKU-848183,Implemented asymmetric infrastructure,Toys,Educational,Flores Group,318.98,223.3,3.84,4x58x50,White,One Size,False,389,45,SUPP-021,2023-01-07 20:00:47.222728,2025-08-16 17:14:50.160619,snowflake,2025-03-22 10:50:05.355037,5.0,27,False
PROD-000869,SKU-573361,Right-sized actuating process improvement,Books,Reference,Peterson LLC,165.11,192.92,6.26,13x25x11,Red,XL,False,803,19,SUPP-040,2024-06-07 23:02:59.074004,2025-03-09 01:01:25.012134,snowflake,2025-03-22 10:50:05.355037,4.1,27,False
PROD-000870,SKU-651348,Inverse interactive extranet,Electronics,Accessories,Davis Ltd,553.1,224.77,46.6,53x25x3,Orange,L,True,616,52,SUPP-069,2023-08-08 21:22:53.823185,2025-06-28 04:21:27.250471,snowflake,2025-03-22 10:50:05.355037,5.0,19,False
PROD-000871,SKU-718316,Right-sized next generation architecture,Books,Reference,Hayden Group,554.25,204.3,36.97,50x94x12,Orange,XXL,True,833,23,SUPP-079,2022-10-26 23:38:55.676765,2024-12-18 03:55:07.886166,snowflake,2025-03-22 10:50:05.355037,3.2,29,True
PROD-000872,SKU-734166,Self-enabling mobile superstructure,Toys,Dolls,"Day, Gates and Key",721.0,44.57,31.5,96x21x11,Blue,S,False,44,65,SUPP-091,2024-09-05 02:53:50.428466,2024-12-18 12:45:44.717556,snowflake,2025-03-22 10:50:05.355037,2.9,22,True
PROD-000873,SKU-495701,Cloned static standardization,Books,Non-Fiction,Schultz-Davis,876.57,487.61,5.08,13x48x9,White,XXL,False,399,25,SUPP-003,2024-04-21 02:28:18.383410,2024-12-01 15:46:11.905343,snowflake,2025-03-22 10:50:05.355037,1.7,17,True
PROD-000874,SKU-167174,Focused high-level adapter,Books,Reference,"Yang, Brooks and Graves",550.39,139.7,39.7,31x90x12,Blue,XXL,False,822,56,SUPP-022,2023-07-07 20:22:43.894570,2024-12-10 20:09:40.112736,snowflake,2025-03-22 10:50:05.355037,5.0,24,True
PROD-000875,SKU-602251,Adaptive leadingedge architecture,Sports,Water Sports,Carter PLC,299.34,418.68,47.57,37x46x41,Green,S,False,664,51,SUPP-085,2023-07-26 20:08:02.246430,2025-05-02 22:45:53.671401,snowflake,2025-03-22 10:50:05.355037,5.0,31,True
PROD-000876,SKU-209287,Open-architected interactive monitoring,Books,Educational,"Shaw, Vargas and Smith",123.11,379.93,32.05,1x100x31,Green,XS,True,784,74,SUPP-001,2023-05-02 21:41:00.899014,2025-10-08 07:40:44.698141,snowflake,2025-03-22 10:50:05.355037,4.5,22,True
PROD-000877,SKU-343292,Exclusive 6thgeneration intranet,Toys,Dolls,"Suarez, Lee and Proctor",272.18,196.37,24.18,25x88x31,White,XL,False,60,95,SUPP-089,2022-12-27 03:28:14.248753,2025-10-03 11:36:50.398522,snowflake,2025-03-22 10:50:05.355037,3.0,19,True
PROD-000878,SKU-319477,Object-based neutral ability,Home,Other,"Mccormick, Krause and Washington",675.33,237.3,26.0,54x11x26,Red,M,False,589,97,SUPP-063,2024-04-13 18:50:44.311357,2025-01-07 11:17:58.921384,snowflake,2025-03-22 10:50:05.355037,4.3,23,True
PROD-000879,SKU-312378,Cloned needs-based standardization,Sports,Water Sports,Lee Inc,414.08,144.87,6.24,4x50x31,Blue,XXL,False,56,57,SUPP-011,2023-01-09 18:43:55.578075,2024-11-07 11:47:40.726891,snowflake,2025-03-22 10:50:05.355037,5.0,30,True
PROD-000880,SKU-221609,Reverse-engineered multimedia help-desk,Toys,Dolls,Hancock PLC,78.69,357.42,17.57,8x9x14,Yellow,S,True,728,76,SUPP-075,2023-01-06 23:44:00.189260,2024-12-30 20:36:13.171461,snowflake,2025-03-22 10:50:05.355037,4.5,19,True
PROD-000881,SKU-720093,Phased scalable pricing structure,Sports,Fitness,Estrada Group,822.06,8.17,43.53,96x41x29,Purple,L,False,616,28,SUPP-099,2022-12-12 04:10:32.887375,2025-02-12 01:09:44.210922,snowflake,2025-03-22 10:50:05.355037,3.8,16,True
PROD-000882,SKU-150952,Centralized local extranet,Toys,Dolls,"Baxter, Harmon and Walker",958.59,141.57,6.58,57x41x21,White,XXL,True,587,82,SUPP-080,2023-04-12 18:49:23.724992,2024-11-17 12:21:47.302466,snowflake,2025-03-22 10:50:05.355037,4.4,18,False
PROD-000883,SKU-409163,Triple-buffered solution-oriented data-warehouse,Sports,Outdoor,Campbell and Sons,536.23,17.82,8.53,17x15x36,Blue,M,False,563,77,SUPP-003,2024-02-28 00:45:44.058425,2025-08-08 02:44:13.044031,snowflake,2025-03-22 10:50:05.355037,3.5,22,True
PROD-000884,SKU-358162,Multi-layered interactive knowledge user,Home,Other,Morse Ltd,287.44,413.69,37.9,76x43x33,Black,S,False,325,70,SUPP-091,2023-09-25 21:30:12.995193,2025-05-27 04:31:08.072343,snowflake,2025-03-22 10:50:05.355037,2.4,21,True
PROD-000885,SKU-946287,Proactive local data-warehouse,Home,Other,Valentine-Moore,419.92,353.3,21.23,92x99x46,Purple,XS,True,319,26,SUPP-003,2023-11-14 05:20:56.597535,2025-02-19 21:25:14.172028,snowflake,2025-03-22 10:50:05.355037,3.3,34,True
PROD-000886,SKU-251712,Multi-lateral hybrid capacity,Books,Reference,Wagner-Lang,65.38,438.17,25.94,64x55x27,Yellow,XL,False,918,25,SUPP-083,2023-01-20 12:21:10.675131,2025-05-17 05:49:20.799555,snowflake,2025-03-22 10:50:05.355037,3.4,23,True
PROD-000887,SKU-583071,Multi-lateral interactive methodology,Electronics,Accessories,York PLC,907.7,446.35,6.64,3x94x38,Green,XL,False,596,50,SUPP-077,2024-08-31 03:18:56.179190,2025-03-26 00:34:41.842734,snowflake,2025-03-22 10:50:05.355037,5.0,25,True
PROD-000888,SKU-693513,Expanded transitional capability,Clothing,Women's,Palmer and Sons,356.44,12.75,5.56,84x100x46,Yellow,XXL,False,617,73,SUPP-090,2024-02-23 00:16:37.710658,2025-05-12 00:18:20.512907,snowflake,2025-03-22 10:50:05.355037,4.8,21,True
PROD-000889,SKU-494217,Horizontal holistic infrastructure,Home,Other,Hamilton Inc,936.15,209.99,4.29,55x5x46,Green,XS,True,753,20,SUPP-014,2023-01-21 19:50:45.938278,2025-06-18 04:09:16.033417,snowflake,2025-03-22 10:50:05.355037,3.5,23,False
PROD-000890,SKU-442555,Synergistic web-enabled throughput,Toys,Action Figures,Crawford-Rogers,152.04,397.29,12.12,84x73x37,Green,XXL,True,429,69,SUPP-055,2022-12-10 11:11:44.228550,2025-03-10 03:07:42.328667,snowflake,2025-03-22 10:50:05.355037,4.0,27,True
PROD-000891,SKU-907984,Automated 5thgeneration leverage,Electronics,Tablets,Ellis Inc,335.48,184.51,21.18,64x20x49,Green,S,False,898,48,SUPP-017,2024-07-08 17:07:03.466401,2024-12-20 12:15:21.305202,snowflake,2025-03-22 10:50:05.355037,3.9,33,True
PROD-000892,SKU-366974,Fundamental multi-tasking adapter,Sports,Outdoor,Carpenter PLC,844.03,264.76,19.03,65x51x44,Blue,One Size,True,339,41,SUPP-078,2023-11-07 18:20:08.925459,2024-11-08 00:59:46.791849,snowflake,2025-03-22 10:50:05.355037,3.8,26,True
PROD-000893,SKU-352365,Switchable multi-state moderator,Books,Non-Fiction,Wise Inc,334.25,47.77,46.92,9x96x10,Yellow,XS,True,310,30,SUPP-027,2023-03-15 12:10:26.432625,2025-08-13 05:08:59.517357,snowflake,2025-03-22 10:50:05.355037,4.8,25,True
PROD-000894,SKU-120547,Devolved fault-tolerant toolset,Electronics,Gaming,Ramirez-Young,960.45,227.78,30.8,57x50x20,White,L,True,928,52,SUPP-058,2024-04-19 08:32:05.724274,2024-11-19 03:00:18.725231,snowflake,2025-03-22 10:50:05.355037,3.1,23,True
PROD-000895,SKU-415711,Business-focused systematic solution,Clothing,Kids,Evans Ltd,304.96,377.09,45.24,11x32x46,Orange,XS,False,558,41,SUPP-078,2024-01-31 05:03:44.676602,2024-10-31 03:54:25.786055,snowflake,2025-03-22 10:50:05.355037,4.2,27,True
PROD-000896,SKU-622398,Total optimal moderator,Electronics,Gaming,"Farrell, Coleman and Lopez",522.69,22.11,0.69,18x94x36,White,S,False,632,97,SUPP-010,2022-10-20 16:21:48.651486,2025-01-02 01:00:09.087206,snowflake,2025-03-22 10:50:05.355037,5.0,24,True
PROD-000897,SKU-144407,User-friendly hybrid challenge,Sports,Winter Sports,"Davis, Cortez and Gibson",579.69,258.42,49.22,52x62x43,Yellow,XL,False,105,26,SUPP-049,2023-01-03 00:39:36.565962,2025-01-08 00:05:29.598066,snowflake,2025-03-22 10:50:05.355037,4.6,21,True
PROD-000898,SKU-579793,Switchable client-driven conglomeration,Electronics,Gaming,"Gutierrez, Hernandez and Dickerson",28.39,13.54,7.44,78x26x2,White,L,True,404,93,SUPP-020,2024-08-11 16:30:49.324903,2025-01-20 11:09:46.390719,snowflake,2025-03-22 10:50:05.355037,5.0,28,False
