AccountExternalId,Name,Type,Industry,AnnualRevenue,Rating,Phone,Website,BillingStreet,BillingCity,BillingState,BillingCountry,BillingPostalCode,CreatedDate
8dd0511f0bfd3ffa8175cd23d5e5b90bafd3cb07a22a77f6b95199d104e31098,Moreno-Norton,Customer,Manufacturing,,,760.817.8249,https://rivera-collins.com,31781 Robert Creek,Gordonmouth,TN,Mozambique,11737.0,09/08/2025 21:30
de7b399def562b48de729ef87e3066896ed1a1c4082b1b6f3bccb16c610eeddd,Jones-Williams,Vendor,Transportation,,Warm,809.483.0954x1524,http://lang.net,7769 Thomas Turnpike,Hansenside,MN,Kiribati,15644.0,2025-08-02T21:30:23Z
5ff82f634380ca57ee2953ae1ac85afa57ea7a22bd55e7f6e267a62cf1400cc7,Yang-Waller,Partner,Energy,,,001-125-648-9446x31120,https://marshall-fowler.net,1184 Mooney Crescent,Johnfort,DC,Papua New Guinea,61369.0,2024-09-22
4093ceb25430d9b0913400576a15795b92582365a5f6c51f41db4ad2da6c7cb5,Davenport-Flores,Partner,Healthcare,,Warm,(403)070-6956x4114,phillips.com,736 Anderson Estates,East Sarahbury,,Palau,28438.0,2025-08-25T21:30:23Z
2b095cdadcbf832f362195dfe48a5472b59caad1f5173e1fe958845651b8f8e4,"Reynolds, Peterson and Chan",Partner,Transportation,,,(828)397-8996x42174,http://smith.biz,6247 Humphrey Lake Apt. 444,Alantown,ND,Angola,,2025-04-18T21:30:23Z
91257477459133a30e4e9b7aa40982f90f7e0b98490b8c2926cb53fb7d293146,"Bolton, Mcdonald and Campbell",Vendor,Healthcare,37800104.0,Hot,(805)089-4930,https://lawson.com,4721 Ross Cape Apt. 073,New Josephport,MT,Niue,79750.0,2024-12-23T21:30:23Z
509186300d9aa53fcd10a324f2894f2f1e70366097b61acd9b97c0602b92eee7,Cherry LLC,Customer,Education,,,(777)196-0376x495,http://tyler.org,593 Marquez Green,Lake Christopherview,,Bouvet Island (Bouvetoya),,05/22/2024 21:30
2151573f380c9ce734106b5188374ee9c9684982e2b20cd38f5a01a362776dda,  Yang-White  ,Partner,Education,,Hot,001-598-678-1233x2563,http://miller.com,6674 Jessica Via,Sarahchester,ND,Iran,75061.0,2024-02-18T21:30:23Z
a2a70b76cb1fa16b127acb577afe8036fa11f5b5b9377164c1e083fabdd4be1e,Alvarez-Smith,Prospect,Manufacturing,75408908.0,Cold,(515)085-9369x612,https://smith-avery.com,82810 Hall Highway,Lake Leeview,,Spain,,2025-03-21
7709df9971b50f7b1c35d8bc0f65ab38eda22a53f4d57f40c4b70ef2eac4eed3,Smith Ltd,Vendor,Transportation,18880305.0,Warm,001-851-381-7840x7488,https://ross.com,4504 Goodman Well,Palmerville,WV,San Marino,74632.0,2024-07-08
eb3aa5b6edd95d74cb7ee771844efd265ef842529eb6680afa48a1fcb893384d,"West, Gordon and Brown",Prospect,Energy,,Hot,339-819-5744x6330,hickman.com,9452 Rodriguez Via,East Amandaberg,,Saint Kitts and Nevis,56233.0,10/20/2024 21:30
4fcfe89fd140abf68b23cb146f0e6ea7e1b8c56842fcced78488764e71debca3,Jones LLC,Vendor,Hospitality,77504740.0,,+1-600-239-3921x60056,https://simon.net,111 Ponce Locks,Port Brettmouth,ME,Sri Lanka,7724.0,2024-06-03
f46738685172dba60e0239fd486880a21a569116db97c08ec7da469c3462965d,Maxwell-Johnson,Prospect,Education,877940.0,Warm,001-673-538-0249x31220,hess.com,857 Bradley Forges Suite 800,West Katherineside,TN,Zimbabwe,39216.0,2024-02-05
71e62f2451291a82b35a714f7a8a64f9e60a57accc543997ffc182f1b2feb288,"Davis, Lambert and Hunt",Vendor,Retail,71195825.0,,094-169-4489,http://bradley.net,5420 Timothy Wells Suite 517,Huffmanstad,MD,Syrian Arab Republic,94719.0,04/19/2025 21:30
594194275b982f0338ba9744a4cf83fd3199d20ca9738d3e46c43347adc10f31,"Peters, Keller and Ross LLC",Vendor,Retail,70167272.0,Warm,961.068.8811,http://jackson-lopez.net,9955 Meza Alley,Stevenborough,,Montserrat,46729.0,2023-12-31
753278d57f9480344137936266fb7478476e892c1012b17f9dc2e9816c1e05c2,"Foster, Spencer and Ruiz",Prospect,Retail,,,+1-042-802-4832x147,https://mcmillan-smith.biz,5648 Amy Brooks Apt. 570,East Paulfurt,CT,Reunion,76099.0,11/24/2024 21:30
d0f40814aabcd55d5e3d467a2bf4c50821281ac2266950bd7b59a28cf887a79d,Moran-Rogers,Vendor,Finance,20388973.0,,(364)431-3898,http://green.com,99280 Baldwin Prairie,Michaelhaven,MD,Dominican Republic,51547.0,12/04/2023 21:30
bcb2f32e2dd15843c78af172acae1ecf5788959a839478d6ea6d1df2b80387b4,"  Oneill, Lawrence and Lyons  ",Prospect,Media,,,929-203-4690x557,franco.com,8401 Tony Knoll,Kimberlyland,,Micronesia,,2024-01-29
bb4ff6765741f6b44ab9bfd81632af3c01fa4a7b3e4cab51241900e0a728c062,Luna-Burton,Prospect,Technology,,Cold,159-401-6115x83414,https://rogers-stout.net,070 Teresa Via Apt. 872,Port Glenn,OK,Croatia,43694.0,2024-09-05
d7a124b745ab1d180fbf3d00ff56b4e9bc757298318684f957dbee32e7706944,  Green-Edwards  ,Prospect,Hospitality,66095351.0,,(562)373-9619,http://berry-wagner.info,759 Bell Expressway,Jayhaven,VA,Cameroon,1895.0,06/30/2024 21:30
238d7943443c3c4887ad2d49d9815fcfa477da42da8d12591230a5e5928182ee,Rangel-Larson,Vendor,Manufacturing,,Hot,001-828-009-6770x28288,https://hoover.com,19055 Ross Groves,New Matthew,IN,Nepal,7152.0,2025-08-26T21:30:22Z
7da3a60e2e4c89d4492e302d509b2228a5c4b92eeb845d6a94f7ed46d95eb7eb,Wagner-Fitzpatrick,Partner,Media,44055682.0,,(528)895-5475,http://davis.com,77115 Robert Forest,Billyburgh,AZ,Peru,66205.0,2024-07-20
a76b7fc17dd40cd82c4293a800a4adba44960fccd1c363dfe5b7231d2248cbb1,"Barber, Hernandez and Lee",Vendor,Manufacturing,,Cold,120.324.9698x7908,https://higgins.net,308 Mary Mills,Lake Bradley,MT,Bermuda,35800.0,2025-06-03
6079514b4ca3ea3168f61972da868ad3b60ff109e9a6b6bf5162c13e263d9b2a,Myers-Jacobs,Partner,Transportation,,,+1-188-479-8967x1126,http://frey.com,111 Kimberly Landing Apt. 362,New Kyle,VT,Malta,65550.0,2024-09-19T21:30:23Z
2519a3fd15edc3a46e23511071835353ba45aed13e8e69605658cd0cdd618bee,Boone and Sons,Partner,Transportation,,Warm,9398465292,https://cardenas.net,137 Campos Motorway,Port Markchester,WY,Brazil,77006.0,01/16/2024 21:30
3ef0d3193679fbbd6e16b994fd0db9311fef2f785fb19f63713a93f3487f9181,Glenn PLC,Vendor,Transportation,,Cold,386.845.3962x975,https://mathews.biz,859 Ferguson Coves Apt. 705,Port Daniel,,Cuba,9364.0,2025-06-19T21:30:23Z
cda932b38be42511efdd30f2c7f69f7de6ca7bba401968da3896ac1d183268b2,  Sutton and Sons  ,Customer,Transportation,,Warm,(978)852-4050x881,https://schmidt.com,940 Shelley Causeway,Michelleberg,NH,Dominica,,2024-03-02
e115c5c8001e94be4387cd9200ae365bf3c105bcce8e910b9e5b544fc2b430f8,Cook Group,Partner,Energy,74796958.0,,733-302-5338,https://brown.com,1752 Cheryl Ports Suite 133,Gavinbury,IN,Heard Island and McDonald Islands,41996.0,2025-09-09
39cb1dde7604dbd15c89886209349634a7bf5e96c3f367200385a436ac2c2330,Wilkerson-Woods,Customer,Transportation,19076833.0,Hot,588-544-0969x0227,,3825 Krista Center Suite 688,South Davidburgh,OH,Luxembourg,45363.0,2025-07-12
ec0df551a4f5c30c96292c8b67ab8017ce5e86ae1380b347de989b9345556fd2,"Weaver, Hinton and Burch",Partner,Retail,,Warm,611.622.2929x5788,vincent-griffin.org,768 Kathy Extensions Suite 515,Tuckermouth,FL,Fiji,74727.0,2024-10-12T21:30:23Z
bed8e72d54a15cb37906dc5bcbe37446ebfd2fbdc54edc32ef1a421fc6f8f1cb,Leonard-Cunningham,Partner,Retail,19169067.0,,822.952.4322x471,hanson.com,19152 Hicks Gateway,Lake Yvonne,,Korea,26582.0,08/11/2025 21:30
0f12bcea030feabab58ccb3d20df25a54227783b7b9b6a431e577802e9f0fcb7,  Lara-Holden  ,Customer,Manufacturing,,,(677)806-7735,https://cook.com,1555 Kyle Mount,Port Sylvia,KY,Montserrat,19622.0,2024-06-15T21:30:22Z
ecb924519ea453794dd294c8edf38376ce13b55b6997f108b2da1785094c12d3,"Chandler, Shaffer and Steele",Customer,Retail,,,674-573-0834,https://martinez.com,6679 Jessica Estates Suite 686,New Dianatown,AL,China,,2025-03-08T21:30:22Z
2dbb6607f79860022c4c6eb368b676f2385fc4163744eaae84492a4291ee95fb,"Welch, Hernandez and Valentine",Vendor,Education,,,(523)371-3127x928,https://lee.com,19148 Tucker Parkways,Lake Craig,,Gabon,26385.0,2025-05-01T21:30:22Z
21e484cb0629d5131e200de28342af98026841b8240362a80590f85c2eaf8ebf,"  Hartman, Morrison and Cabrera  ",Prospect,Media,22346747.0,Warm,062-165-8635,https://campos-daugherty.net,4405 Deborah Cliffs Suite 876,New Kathymouth,CA,Andorra,48366.0,01/22/2024 21:30
a6084a607fda727192f42737f75146a67ab9d2cfeed49f7857bc14602b75db72,White LLC,Prospect,Media,,,(842)621-4470,https://stout-harris.com,49146 White Ridges Apt. 706,Bradleyshire,MN,Aruba,90815.0,09/23/2024 21:30
7f681ee52f2c5c9ac85cd63d3f2e05b595823753c6f5f1416c1794c4ad0a88a6,"Barron, Hernandez and Williams",Vendor,Energy,9839949.0,Cold,3461791270,porter-lawrence.com,14772 Johnson Route,Johnsonhaven,,Syrian Arab Republic,82408.0,05/29/2025 21:30
bab2c092a0dac766177c48c7e0c8ec1162995646f4f75fd277c7116bb96d7c26,"Owen, Fisher and Scott LLC",Prospect,Education,,Hot,365.326.9810x0536,http://stout-wright.org,42820 Ellis Oval Apt. 003,Hannahfurt,MD,Sweden,81125.0,05/21/2024 21:30
02b2ca9078b5858bf19e0f325fe368812618c7bc8f2a3c9b55669692c375872b,"Lee, Scott and Donovan",Vendor,Technology,2154205.0,Warm,001-578-077-7533x827,https://cooper-foster.com,6357 Charles Corners,New Katherine,,Cuba,3522.0,2023-11-30T21:30:23Z
0d21088ef1c77f14c9d64b9cca5fbc8539b5b5725f5110e0b11646b0a4ae6ce1,Gutierrez and Sons,Vendor,Finance,,Hot,+1-825-144-1078x899,https://daniels-hunter.com,4406 William Springs Suite 451,Port Danielfurt,ID,Pakistan,65345.0,2024-11-09T21:30:23Z
b03bbd00f513c753836a31a4e6c7e5839556729de0b567ee88facbf12f2f07b8,"Rocha, Tran and Lozano",Prospect,Technology,54004242.0,,992.493.7079,,5063 Frederick Green,New Julieview,,Colombia,19554.0,2025-05-24
df9929a6e8e61283c2a5b98429b086a2378a9f70d393a50f8600a70123285e57,Lang Group,Prospect,Energy,,Warm,(398)049-8842x0811,https://livingston.com,53742 Brenda Drive Apt. 785,Ramirezbury,VT,Andorra,29780.0,2025-03-04
d8ee7e354e1d4b958c31b806ef63d75f24bbecedb02bc30ef5043e39c9eddfba,Dawson-Choi,Vendor,Healthcare,70539453.0,,(990)607-0690x79797,https://carter.com,78122 Ronald Crossroad,South Lauraton,AK,Slovakia (Slovak Republic),53548.0,2025-07-04
215f01f5cd6226fec526e7da24bd6f3944e7f687c50ba2675c0e608fd5ec8e49,"Mora, Johnson And Vasquez",Vendor,Education,,Hot,001-390-076-3985x989,https://patterson-suarez.biz,022 Johnson Common,Dennisport,NC,Macao,11960.0,2024-12-09T21:30:22Z
d54d4b60177aded194697ce60fd4322130ed31c14cfb71909a3132df7ce6f7f6,"Ross, Duncan and Fischer",Vendor,Retail,,,716.841.3267x93442,https://adams.com,99848 Jason Street Suite 827,South Danielle,FL,Zambia,1022.0,2025-04-09
2bc43af2b9a4e8e4f8b5532d68c808fcdca4eb1eb1500cc0946598eb0ad4bbbf,"Murray, Rose and Flores",Partner,Hospitality,77387458.0,,587.092.8640,https://flores.com,4870 Alvin Dam Suite 861,Port Christopherberg,OR,Cyprus,72263.0,05/17/2025 21:30
f1bc6c03b18d67ea1d2fe5afdfc2b82e3a562684d92e7f47cc2358f9f694925c,  Jones LLC  ,Partner,Education,,,,,67325 Peterson Oval Apt. 965,Angelstad,ME,Nicaragua,,05/02/2025 21:30
ef593a42330cfa77178749f0125193531ba92169570b2f7d6a81f5533da8a7ce,Garcia-Avila,Vendor,Hospitality,,Warm,,http://wallace.org,8912 Smith Spring,North Carolmouth,,Dominican Republic,25425.0,11/04/2024 21:30
f8bc1ab378aa929f80d5299080daa7e5602ca5343c484d9e61c525b981b6867b,Kelley-Williams,Partner,Finance,,Hot,450.358.8428x961,https://cox.com,9653 Jordan Vista,North Ricardofort,OK,Gabon,87989.0,2025-04-05T21:30:22Z
37bd1940a6d9924f6179657fd4921c0fff6e6d391d57a94cccfd4a9b6d02fd76,  Pierce-Diaz  ,Partner,Retail,28984084.0,Cold,001-239-452-3547x932,http://allen-stewart.com,297 Allison Field,Boylechester,KY,Guinea,49309.0,2024-09-07
c68509834da86db87d3afc6249a44e8066fcc21edf05347724f5ccf035957f18,  Lane and Sons  ,Partner,Hospitality,,,001-375-701-2194x044,https://page-russell.com,604 David Key,West David,MA,French Polynesia,61595.0,2025-08-29
a07956f2b4218e32f62c018329e89fc80b8feb01a2aebd20d434b0b19aaf5f13,"Freeman, Thompson and Evans",Prospect,Media,,,933-258-5559x89001,http://fitzpatrick.biz,36973 Shane Gardens,New Kelli,NV,Netherlands Antilles,29184.0,11/12/2024 21:30
0d6496e81d8f6400c0409d1a685aa9de935fd7d96ba2e6a5f81d336aa979768f,Payne-Jackson,Vendor,Retail,,Warm,+1-578-256-8018,http://martinez.com,34831 Robyn Mission,East Courtneytown,DE,Bermuda,77783.0,2024-09-15
2d8c38007539fdccb5d90aa1fa6f1f46927869157b290f5f7fb8fe785c8a76de,  Higgins-Lopez  ,Customer,Technology,76594469.0,Warm,001-557-669-0310x37125,https://hardy-campos.com,3439 Thomas Shoals,Jenniferside,MO,Ghana,20437.0,12/08/2024 21:30
ac2d082c4605f4dcdb0acb991a5e9358afa346694e216e2b5136118cd34df201,"Taylor, Sullivan and Rodriguez",Customer,Media,,Warm,(636)968-5535,french-bishop.com,97858 Smith Causeway Apt. 091,New Carlashire,IA,Nicaragua,83334.0,2025-07-26
63b73d6b3bbcd0f2e0a070951295e5dae663a30694abee87f553f15165200df6,"Castillo, Goodwin and Anderson",Partner,Technology,16694625.0,Warm,001-914-768-9872x337,http://clark.com,8166 Lee Knoll Suite 886,Port Laurabury,KY,Benin,12178.0,2024-08-13
197964a7e989ef8c6ed414a6c3968a2c7a4ad2cc19450946bec1a7e6edc3a181,Lee LLC,Partner,Media,43827409.0,,829-940-9520x3973,https://skinner-martinez.org,6439 Ramos Rest Suite 037,East Alecport,ME,United States Minor Outlying Islands,59648.0,03/30/2024 21:30
e7c35132a7fd1625e17e5aa59e39f5637111dd9ddd7df2d11536e780c94e6571,  Rivera Inc  ,Prospect,Energy,,Hot,(896)639-6050,https://johns-wolf.com,412 Byrd Glen,West Anna,NH,Namibia,38246.0,2025-01-25
594194275b982f0338ba9744a4cf83fd3199d20ca9738d3e46c43347adc10f31,"Peters, Keller and Ross",Vendor,Retail,70167272.0,Warm,961.068.8811,http://jackson-lopez.net,9955 Meza Alley,Stevenborough,,Montserrat,46729.0,2023-12-31
5cf1af315ee46a416882b83471c6b9e7e835f05e3337b96a8cdfa36a74f6df9d,Shaw-Mora,Prospect,Technology,,,622-707-4402x34638,https://munoz.com,800 Jones Pike Apt. 621,Alisonchester,WI,Philippines,89724.0,2024-08-28T21:30:23Z
43781ed1ace578149e0cc33b9ac9c3accea22d99815a0b8e55e951126b8f8abb,Garrison PLC,Prospect,Hospitality,,,158.351.9328,http://lopez.biz,05947 Bell Station,Kimberlybury,,Christmas Island,94416.0,2024-02-03
4241089ba9498c520d08ecc315a3eba87a2ad34ba27d572e5b3f4cd3e5b10bb4,Henson and Sons,Vendor,Technology,,,488.392.5526,https://griffin.biz,09900 Joel Manors Suite 791,Allisonchester,OH,Denmark,32020.0,01/31/2024 21:30
c5ffffd1f7cd10fc89d4514d357a0e7dd09f8ae1e917f726dd62668e8d6672eb,Ross Group,Partner,Education,,,(809)478-8730,https://ramirez.com,726 William Points Suite 955,Jamesmouth,MS,Holy See (Vatican City State),10064.0,2024-10-24
a8b894ab43eab77a0f9941da9371f2af8949a14aa704c1536c83445235085b84,Jackson PLC,Vendor,Technology,33989014.0,,+1-147-536-2565x3841,https://murphy.org,958 Fitzgerald Route,Randallview,MD,Saint Helena,9281.0,2024-12-24
c0d9456b064ed5a17b6ac9a26870e6b994f59cd5ffd08ff5ec76b5fec32d48d2,"Payne, Payne And Mayer",Prospect,Education,21446994.0,,351.603.9818,https://anderson.biz,954 Mcpherson Court,Joymouth,TN,Guinea,71538.0,2025-06-01T21:30:23Z
80ba79051e7cad5a6a91b4f2459286f6b0f9f108879d463de89ea4a518781dff,Harris-Tapia,Vendor,Retail,,Warm,926-646-5583x8822,https://allen.com,86445 Lee Locks,New Jonathan,MT,Kiribati,26522.0,2025-03-29
16376bbafce8ab695fb4c69d231ca7d667bf0bae529d688b0fb579ff2baa0ea6,Russell-Miranda,Partner,Manufacturing,3496743.0,Hot,(798)715-1676,https://morris-leblanc.info,461 Jennifer Lake,Cynthiahaven,DE,Western Sahara,87105.0,05/18/2025 21:30
258c752d6e5a81f2e8c0a2e6c7ccf2244d53f1606c2c4ce94a87f14f4e6063d8,Sharp Inc,Partner,Retail,55333817.0,,493-618-5111x67922,wood.com,687 Cassandra Loop,West Brendan,,Chile,70350.0,05/04/2024 21:30
4384175d0818010623e541ee9203b35d2999a7da677acba18d726c5e478353ad,Carter Inc,Customer,Healthcare,64912566.0,Warm,001-442-309-0133x220,https://lee.org,88129 Christopher Rest,Allisonstad,,Turkey,,2024-09-20T21:30:23Z
e202e3f42e637d45795e4c8ba24dd7b2b7934804bf78c9accdb6c1ff59bce262,Smith LLC,Partner,Healthcare,,,+1-019-746-8057x63508,https://owens.com,639 Joyce Square Apt. 177,West Allenburgh,NC,Netherlands Antilles,8184.0,2024-04-11
7ece215c8caf42852391073bd70a25c3e6b1e3ce5c29f05c8017ff61357b736b,"  Reed, Lang and Osborne  ",Vendor,Manufacturing,,Warm,001-156-310-7453x3420,sellers.com,98953 Jones Summit,Smithville,OR,Tanzania,2452.0,2025-07-30
1cf1969f64a53d51c0af3c39226dd70bd8a30a415ce79758b591afdd485429e0,"Chapman, Smith and Carter",Prospect,Healthcare,,Cold,,https://decker.org,670 Velazquez Ridge Suite 185,Kellyborough,VT,Ukraine,69736.0,12/29/2024 21:30
15d5bc731265a7d0a1d7f318e5543dc10d31f1716764e56c4894aa5cf9c816f2,Jenkins PLC,Partner,Healthcare,8945327.0,,936-784-1754x24302,https://santana-conrad.com,7150 Bryant Ports,New Megan,,Turks and Caicos Islands,2639.0,2025-09-27
138959144de02b6cad8f280ecf65194fc5c7dc8afdcbd83132641e47b7f37137,Davis-Bell,Vendor,Retail,,Cold,(923)790-2219x037,http://wilson.com,228 Stacey Plaza Suite 000,West Juan,AZ,Taiwan,1603.0,07/06/2025 21:30
32b7d4890326273e39fdd215f325d9abd631743ea4fd231f1096f8abca30ffc0,Montgomery Inc,Vendor,Education,52111006.0,Warm,+1-633-060-8607x9046,http://burton.com,086 Roy Harbor Apt. 394,Reidburgh,WA,Saint Kitts and Nevis,,07/02/2024 21:30
560b8a0dedfd4ac2222aa504d3afcaa9324ba17ff0fea8d86b9f277b12215029,"Wright, Hughes and Berry",Vendor,Energy,,,+1-949-632-2039x0878,https://ellis.com,337 Clements Villages,Port Jennifer,,Equatorial Guinea,84429.0,02/29/2024 21:30
7ef5df904b49a16c63944df95ba41ed760461a2e85c729b9f08063b8a88547de,Johnson-Moore,Prospect,Healthcare,,,+1-450-965-2697,https://hart-bond.com,60744 Angela Shore Apt. 236,Amyfort,,Dominican Republic,47583.0,02/22/2025 21:30
c9c74f9f8cb053103f0883188b2464b7eb942b02998c479b1460f6cceab1d8cc,Wood Ltd,Partner,Manufacturing,13099866.0,,(210)108-7088x56538,http://cummings.com,03103 Young Locks Suite 006,South Dawnstad,SC,Sri Lanka,48533.0,02/04/2024 21:30
8f2057fdb891599b00d79da857108ddaa1ab36e5d6c30f9d82c70edb897669f2,Anderson and Sons,Vendor,Media,5134536.0,,+1-596-765-9216,http://wilkins-cannon.com,417 Lindsey Street,South Crystalbury,CA,Andorra,15168.0,11/30/2023 21:30
c7aa405c43f8dd6d3fe7ae3b0f69fb6cf0b2a10fec2d2113d745164962529918,Holt-Matthews,Partner,Finance,73556206.0,Warm,(586)582-3404,http://carlson-clark.com,75498 Zachary Forks Apt. 939,Joneschester,MS,Saint Helena,1264.0,2025-09-06T21:30:22Z
da1ac3423514961bf7615286ec81bb720439f99f5b210eeed7df808f6109c191,"Pacheco, Burch and Allen",Prospect,Technology,,Cold,+1-684-167-0955x7796,boyd.net,96619 Timothy Extensions,New Kevin,KY,Belize,22789.0,07/19/2025 21:30
db1c0cce52cf4d2fa6d476dde0deee45e6f89a87709e3bce64270d9acfd07171,Tucker Group,Partner,Energy,13490458.0,,+1-864-656-5766x3362,https://torres-daniel.com,453 Johnson Way Apt. 359,Melissahaven,IA,Ghana,61378.0,07/13/2024 21:30
541a903aa745ea714ecd9720942851568f9c8ff465e76103502304467465ddbf,"Jackson, Jenkins and Scott",Vendor,Healthcare,,,+1-865-813-8694x0020,http://brown.net,977 Erickson Point Suite 501,Williamport,AR,Fiji,93056.0,2025-06-19
ea44d5a30eed7d3258b57dbe316678f34a5cb0d9fdc660c194a54c28b9d05c13,  Colon Ltd  ,Vendor,Healthcare,21634525.0,,001-425-759-4057x04008,https://smith.com,0011 Kristin Coves Suite 775,Lake Patrickville,VT,United Kingdom,,06/19/2024 21:30
4b19c9f64efa02f936526cb6b0e2f61210371e61184b3a67b148f9185c3fb3b7,"Hernandez, Nguyen and Skinner",Partner,Retail,44668774.0,,(151)313-8773,https://lee.com,721 Ford Canyon Apt. 869,New Jasonhaven,IL,Sao Tome and Principe,53714.0,09/14/2024 21:30
1ded0735939ba7e58581469b2a5f80c228633f9a5b33632b69a0cf57c21c3715,"Frazier, Ryan and Wallace",Vendor,Retail,77585064.0,,(852)270-4047x644,http://nguyen.org,9183 Jose Station,East Alyssa,TX,Philippines,7907.0,03/26/2024 21:30
81c58ca197779d1405ca6abe4ca2358f45a67978deabc5a0c8a778dcda2c3ef4,Johnson Inc,Partner,Technology,5194527.0,,0203884834,https://mueller-humphrey.org,54301 Preston Row,Chaneyhaven,MD,Timor-Leste,21210.0,2024-09-26
7aa428ae68556bb1dd460770d2d22c74fc4832bbc7ab10fa73dd3c933d83c394,  Castillo-Williams  ,Prospect,Energy,,Warm,699-757-7184,https://buchanan-burgess.biz,2047 Ward Mission,Figueroafort,GA,Hong Kong,70145.0,03/11/2024 21:30
254f9f7423be0a015e01f5a2148a36c795dd0107fa77f9655b7c085fba95fbf1,Gomez-Campbell,Customer,Finance,,Warm,7503751906,https://lane.org,35612 Sarah Station Suite 482,New Martinmouth,RI,Uzbekistan,64034.0,01/06/2024 21:30
259639c9bd5348428e6f4bd6d90d8552d89612bce925e00a970bdf805661d9a9,"  Hall, Fernandez and Johnston  ",Customer,Energy,,,(133)950-9311x23811,http://hudson-carrillo.org,220 Scott Key,North Stephenfort,CA,Australia,42804.0,06/05/2025 21:30
8e84f996c4e5aa670525384058dea277b588a75fc0233b2c571a8564f72a8339,Carroll-Mendez,Partner,Transportation,,,140.938.1979x69368,https://sullivan.com,2510 Richmond River,Edwardsbury,NV,Korea,10918.0,2023-12-11T21:30:23Z
09237bd8fe4928c0226aa41adadef12b79d864913555f7b71ce6486312a6b629,Rodriguez LLC,Partner,Retail,,,(893)835-6872,https://lee.com,51506 Carr Knolls Suite 579,Davidborough,NC,Myanmar,92232.0,2025-08-09
fd11c127e0f8926756e8fff43e84e759fd6abb90ed56224ac1840a1100fd16ea,Wilson Group,Prospect,Education,,Warm,735-771-8883x843,https://kramer.org,56830 Collins Lake,New John,MA,Kiribati,,2024-04-28
d8a34ceade71554d4bb8930beb18c9dbdc31f7effe3a1b3e5fe19bd719760263,"Ward, Mcdonald and Russell",Customer,Transportation,,,001-945-903-7301x422,https://howard-garcia.com,5694 Gonzalez Rapid,North Raymond,,Macedonia,53320.0,03/19/2025 21:30
357fcff39f727a5df77529455c079114b23a8168a1808f0b5d706845f098b0e7,Lowery Llc,Prospect,Transportation,,,(501)485-5215x05582,jackson.net,528 Martinez Inlet Apt. 685,South Robertshire,NH,Tanzania,83014.0,2024-03-30
6e5be202d1e3e0520434afc60a97470e77ce3aa3469c14e15803096e142fd46e,"Levine, Moore and Williams",Vendor,Technology,16907088.0,,935.931.8820,https://simpson.com,49487 Stark Mall Suite 042,East Matthew,,French Polynesia,83857.0,2024-10-19
5a0c3540bd5298329d8cc2980d203bbad4a4f9b950b5bcf0e83bdec8b01b8718,  Burch-Lee  ,Partner,Hospitality,55271708.0,,747-182-4344x2230,https://walton.biz,583 Adkins Grove,Lake Antonioberg,AL,Moldova,98940.0,11/09/2024 21:30
bb0214810eaddf79a5ea8fc421c136d181898fe4db65d89c1a7f03a9e5262721,"Elliott, Sullivan and Ferrell",Prospect,Hospitality,,Hot,001-164-231-4426x5772,ramirez.com,33876 Kevin Mall,East Victoria,AZ,New Caledonia,40477.0,03/04/2024 21:30
56732256133b4b067baafc3c37a408bd5be969ee26bd261eb14dc3c82bcdeda1,Jackson PLC,Prospect,Technology,34785138.0,Hot,344-510-1837,diaz.com,338 Edwards Roads Apt. 450,Estradahaven,MD,Marshall Islands,49742.0,2024-09-03
91be7b884ee2ead345dc1fb48c309181459fa87b8920187ccdde338d0506226a,  Jackson-Chavez  ,Partner,Manufacturing,48594712.0,,001-842-576-6859x309,https://alexander.biz,869 Kimberly Row Suite 215,Youngside,PA,Gabon,29798.0,2024-09-12T21:30:23Z
fb9b97cb44ab4c6dba2abc18d41bb03a9512f04e678c31754faab2d30e3be7ad,  Maddox-Barron  ,Partner,Media,,Hot,5688126589,https://chavez.info,5493 Tina Throughway Apt. 502,Lake Joseph,NY,Saint Kitts and Nevis,33604.0,2025-02-09
fd36bc626623abd7751e7b5fd6a8d8ba2d484f16bd4569c360704f9824a2c14c,"Jones, West and Obrien",Vendor,Transportation,,,001-938-485-8958x45066,https://oneal.info,87632 Jackson Meadows,Port Stacyfurt,,Dominican Republic,97856.0,11/16/2023 21:30
9d5956b1287685403308df5619c16eca0d0aadc4cb6aae35a7ff5887301042c0,Reynolds PLC,Prospect,Media,62410257.0,,(849)780-2580x746,johnson.com,56682 Debra Parkways,Davidview,SC,Hungary,,2024-06-19
7bf4a317ac40f6b674402c670589731de2f802cc7e0e4fa22782ac0fbfbed6f6,  Riley PLC  ,Vendor,Technology,78118501.0,Hot,236.542.2691x20458,https://henry.info,149 Silva Orchard,Wilsonside,DE,Chile,77503.0,2024-10-12T21:30:23Z
72695cc156370ad89074c30bc73e0fb99ecb278a5d2d69bd9bb72baea6c91709,"Sanders, Clark And Williamson",Vendor,Retail,,Hot,250.684.7885,https://forbes-mendez.org,3935 Caldwell Rue Suite 267,Myersville,MO,Israel,57992.0,2024-11-03T21:30:23Z
e4b1740ba3563b7dec0cdea135cff39f78a907659eb7b0d6cb18ba4b232d9bf3,Acosta Ltd,Customer,Education,,,668.866.6202x0741,https://snow.net,642 Chavez Shores,Port Zacharybury,PA,Malawi,98766.0,2024-04-20
