as_of_date,base_ccy,ccy,rate_to_base,fetched_at
2025-07-04,USD,USD,0.953549,2025-10-12T03:24:11.653404
2025-07-04,USD,EUR,0.941754,2025-10-12T03:24:11.653411
2025-07-04,USD,GBP,0.765297,2025-10-12T03:24:11.653418
2025-07-04,USD,INR,84.602654,2025-10-12T03:24:11.653425
2025-07-04,USD,CAD,1.329031,2025-10-12T03:24:11.653432
2025-07-04,USD,AUD,1.494902,2025-10-12T03:24:11.653439
2025-07-04,USD,JPY,150.327454,2025-10-12T03:24:11.653446
2025-07-04,USD,CHF,0.929764,2025-10-12T03:24:11.653453
2025-07-04,USD,CNY,7.301199,2025-10-12T03:24:11.653460
2025-07-04,USD,SGD,1.382937,2025-10-12T03:24:11.653467
2025-07-04,USD,HKD,7.810393,2025-10-12T03:24:11.653474
2025-07-04,USD,AED,3.721428,2025-10-12T03:24:11.653481
2025-07-04,USD,ZAR,18.401175,2025-10-12T03:24:11.653488
2025-07-04,USD,MXN,17.056705,2025-10-12T03:24:11.653495
2025-07-04,USD,SEK,10.55921,2025-10-12T03:24:11.653502
2025-07-04,USD,NOK,10.938425,2025-10-12T03:24:11.653509
2025-07-04,USD,DKK,6.712685,2025-10-12T03:24:11.653516
2025-07-04,USD,NZD,1.677875,2025-10-12T03:24:11.653523
2025-07-04,USD,PLN,4.035534,2025-10-12T03:24:11.653530
2025-07-04,USD,THB,35.909466,2025-10-12T03:24:11.653537
2025-07-04,USD,BRL,5.009978,2025-10-12T03:24:11.653544
2025-07-04,USD,TRY,32.67979,2025-10-12T03:24:11.653552
2025-07-04,USD,KRW,1351.207583,2025-10-12T03:24:11.653559
2025-07-04,USD,MYR,4.618963,2025-10-12T03:24:11.653567
2025-07-04,USD,PHP,56.227933,2025-10-12T03:24:11.653574
2025-07-04,USD,IDR,15462.982101,2025-10-12T03:24:11.653581
2025-07-04,USD,ARS,922.267505,2025-10-12T03:24:11.653588
2025-07-04,USD,CLP,931.092049,2025-10-12T03:24:11.653595
2025-07-04,USD,CZK,23.140586,2025-10-12T03:24:11.653602
2025-07-04,USD,VND,24606.11953,2025-10-12T03:24:11.653609
2025-07-05,USD,USD,0.955689,2025-10-12T03:24:11.653617
2025-07-05,USD,EUR,0.941514,2025-10-12T03:24:11.653624
2025-07-05,USD,GBP,0.766111,2025-10-12T03:24:11.653632
2025-07-05,USD,INR,84.770156,2025-10-12T03:24:11.653639
2025-07-05,USD,CAD,1.325366,2025-10-12T03:24:11.653646
2025-07-05,USD,AUD,1.490391,2025-10-12T03:24:11.653653
2025-07-05,USD,JPY,150.028399,2025-10-12T03:24:11.653660
2025-07-05,USD,CHF,0.929673,2025-10-12T03:24:11.653667
2025-07-05,USD,CNY,7.30019,2025-10-12T03:24:11.653674
2025-07-05,USD,SGD,1.387831,2025-10-12T03:24:11.653681
2025-07-05,USD,HKD,7.818401,2025-10-12T03:24:11.653688
2025-07-05,USD,AED,3.709293,2025-10-12T03:24:11.653695
2025-07-05,USD,ZAR,18.358225,2025-10-12T03:24:11.653702
2025-07-05,USD,MXN,17.110522,2025-10-12T03:24:11.653709
2025-07-05,USD,SEK,10.57798,2025-10-12T03:24:11.653716
2025-07-05,USD,NOK,10.896446,2025-10-12T03:24:11.653723
2025-07-05,USD,DKK,6.739176,2025-10-12T03:24:11.653730
2025-07-05,USD,NZD,1.683183,2025-10-12T03:24:11.653737
2025-07-05,USD,PLN,4.039355,2025-10-12T03:24:11.653744
2025-07-05,USD,THB,35.915812,2025-10-12T03:24:11.653751
2025-07-05,USD,BRL,5.023675,2025-10-12T03:24:11.653758
2025-07-05,USD,TRY,32.653322,2025-10-12T03:24:11.653765
2025-07-05,USD,KRW,1351.47541,2025-10-12T03:24:11.653772
2025-07-05,USD,MYR,4.623448,2025-10-12T03:24:11.653779
2025-07-05,USD,PHP,56.387536,2025-10-12T03:24:11.653787
2025-07-05,USD,IDR,15473.892862,2025-10-12T03:24:11.653794
2025-07-05,USD,ARS,924.258383,2025-10-12T03:24:11.653800
2025-07-05,USD,CLP,927.62427,2025-10-12T03:24:11.653808
2025-07-05,USD,CZK,23.226486,2025-10-12T03:24:11.653815
2025-07-05,USD,VND,24628.272211,2025-10-12T03:24:11.653822
2025-07-06,USD,USD,0.955561,2025-10-12T03:24:11.653829
2025-07-06,USD,EUR,0.939094,2025-10-12T03:24:11.653836
2025-07-06,USD,GBP,0.766226,2025-10-12T03:24:11.653844
2025-07-06,USD,INR,84.971666,2025-10-12T03:24:11.653852
2025-07-06,USD,CAD,1.32546,2025-10-12T03:24:11.653860
2025-07-06,USD,AUD,1.492597,2025-10-12T03:24:11.653867
2025-07-06,USD,JPY,149.733,2025-10-12T03:24:11.653874
2025-07-06,USD,CHF,0.93165,2025-10-12T03:24:11.653881
2025-07-06,USD,CNY,7.274918,2025-10-12T03:24:11.653888
2025-07-06,USD,SGD,1.385496,2025-10-12T03:24:11.653895
2025-07-06,USD,HKD,7.84568,2025-10-12T03:24:11.653902
2025-07-06,USD,AED,3.711204,2025-10-12T03:24:11.653909
2025-07-06,USD,ZAR,18.313623,2025-10-12T03:24:11.653916
2025-07-06,USD,MXN,17.091407,2025-10-12T03:24:11.653923
2025-07-06,USD,SEK,10.615115,2025-10-12T03:24:11.653930
2025-07-06,USD,NOK,10.899713,2025-10-12T03:24:11.653937
2025-07-06,USD,DKK,6.732843,2025-10-12T03:24:11.653944
2025-07-06,USD,NZD,1.685246,2025-10-12T03:24:11.653951
2025-07-06,USD,PLN,4.037625,2025-10-12T03:24:11.653959
2025-07-06,USD,THB,35.860357,2025-10-12T03:24:11.653966
2025-07-06,USD,BRL,5.006342,2025-10-12T03:24:11.653973
2025-07-06,USD,TRY,32.740838,2025-10-12T03:24:11.653980
2025-07-06,USD,KRW,1356.041821,2025-10-12T03:24:11.653987
2025-07-06,USD,MYR,4.639813,2025-10-12T03:24:11.653994
2025-07-06,USD,PHP,56.320436,2025-10-12T03:24:11.654001
2025-07-06,USD,IDR,15495.206697,2025-10-12T03:24:11.654008
2025-07-06,USD,ARS,925.975657,2025-10-12T03:24:11.654015
2025-07-06,USD,CLP,927.044059,2025-10-12T03:24:11.654022
2025-07-06,USD,CZK,23.217296,2025-10-12T03:24:11.654029
2025-07-06,USD,VND,24532.223849,2025-10-12T03:24:11.654036
2025-07-07,USD,USD,0.958702,2025-10-12T03:24:11.654044
2025-07-07,USD,EUR,0.939905,2025-10-12T03:24:11.654051
2025-07-07,USD,GBP,0.764917,2025-10-12T03:24:11.654058
2025-07-07,USD,INR,84.960019,2025-10-12T03:24:11.654065
2025-07-07,USD,CAD,1.32202,2025-10-12T03:24:11.654072
2025-07-07,USD,AUD,1.486941,2025-10-12T03:24:11.654080
2025-07-07,USD,JPY,150.283295,2025-10-12T03:24:11.654087
2025-07-07,USD,CHF,0.930552,2025-10-12T03:24:11.654094
2025-07-07,USD,CNY,7.275976,2025-10-12T03:24:11.654101
2025-07-07,USD,SGD,1.385043,2025-10-12T03:24:11.654109
2025-07-07,USD,HKD,7.830192,2025-10-12T03:24:11.654115
2025-07-07,USD,AED,3.710285,2025-10-12T03:24:11.654122
2025-07-07,USD,ZAR,18.345025,2025-10-12T03:24:11.654129
2025-07-07,USD,MXN,17.083637,2025-10-12T03:24:11.654136
2025-07-07,USD,SEK,10.655721,2025-10-12T03:24:11.654143
2025-07-07,USD,NOK,10.859243,2025-10-12T03:24:11.654150
2025-07-07,USD,DKK,6.7374,2025-10-12T03:24:11.654157
2025-07-07,USD,NZD,1.690861,2025-10-12T03:24:11.654164
2025-07-07,USD,PLN,4.031261,2025-10-12T03:24:11.654171
2025-07-07,USD,THB,35.99613,2025-10-12T03:24:11.654178
2025-07-07,USD,BRL,5.01718,2025-10-12T03:24:11.654185
2025-07-07,USD,TRY,32.86795,2025-10-12T03:24:11.654202
2025-07-07,USD,KRW,1354.423357,2025-10-12T03:24:11.654210
2025-07-07,USD,MYR,4.639545,2025-10-12T03:24:11.654217
2025-07-07,USD,PHP,56.495759,2025-10-12T03:24:11.654224
2025-07-07,USD,IDR,15492.930944,2025-10-12T03:24:11.654231
2025-07-07,USD,ARS,927.550315,2025-10-12T03:24:11.654238
2025-07-07,USD,CLP,924.678166,2025-10-12T03:24:11.654246
2025-07-07,USD,CZK,23.301895,2025-10-12T03:24:11.654253
2025-07-07,USD,VND,24436.480045,2025-10-12T03:24:11.654260
2025-07-08,USD,USD,0.960546,2025-10-12T03:24:11.654267
2025-07-08,USD,EUR,0.937572,2025-10-12T03:24:11.654274
2025-07-08,USD,GBP,0.765431,2025-10-12T03:24:11.654281
2025-07-08,USD,INR,84.756513,2025-10-12T03:24:11.654290
2025-07-08,USD,CAD,1.320655,2025-10-12T03:24:11.654297
2025-07-08,USD,AUD,1.48561,2025-10-12T03:24:11.654304
2025-07-08,USD,JPY,149.98298,2025-10-12T03:24:11.654312
2025-07-08,USD,CHF,0.927662,2025-10-12T03:24:11.654319
2025-07-08,USD,CNY,7.253175,2025-10-12T03:24:11.654327
2025-07-08,USD,SGD,1.38554,2025-10-12T03:24:11.654334
2025-07-08,USD,HKD,7.826242,2025-10-12T03:24:11.654341
2025-07-08,USD,AED,3.696403,2025-10-12T03:24:11.654348
2025-07-08,USD,ZAR,18.372255,2025-10-12T03:24:11.654355
2025-07-08,USD,MXN,17.109547,2025-10-12T03:24:11.654362
2025-07-08,USD,SEK,10.680319,2025-10-12T03:24:11.654369
2025-07-08,USD,NOK,10.861092,2025-10-12T03:24:11.654377
2025-07-08,USD,DKK,6.745315,2025-10-12T03:24:11.654384
2025-07-08,USD,NZD,1.690792,2025-10-12T03:24:11.654391
2025-07-08,USD,PLN,4.028479,2025-10-12T03:24:11.654398
2025-07-08,USD,THB,36.075958,2025-10-12T03:24:11.654405
2025-07-08,USD,BRL,5.010655,2025-10-12T03:24:11.654412
2025-07-08,USD,TRY,32.758647,2025-10-12T03:24:11.654419
2025-07-08,USD,KRW,1352.396022,2025-10-12T03:24:11.654426
2025-07-08,USD,MYR,4.64905,2025-10-12T03:24:11.654434
2025-07-08,USD,PHP,56.712725,2025-10-12T03:24:11.654441
2025-07-08,USD,IDR,15554.59235,2025-10-12T03:24:11.654448
2025-07-08,USD,ARS,929.056734,2025-10-12T03:24:11.654455
2025-07-08,USD,CLP,927.629251,2025-10-12T03:24:11.654462
2025-07-08,USD,CZK,23.27397,2025-10-12T03:24:11.654469
2025-07-08,USD,VND,24476.992316,2025-10-12T03:24:11.654476
2025-07-09,USD,USD,0.957626,2025-10-12T03:24:11.654484
2025-07-09,USD,EUR,0.936352,2025-10-12T03:24:11.654491
2025-07-09,USD,GBP,0.766084,2025-10-12T03:24:11.654498
2025-07-09,USD,INR,84.795838,2025-10-12T03:24:11.654505
2025-07-09,USD,CAD,1.323726,2025-10-12T03:24:11.654513
2025-07-09,USD,AUD,1.48824,2025-10-12T03:24:11.654520
2025-07-09,USD,JPY,150.299856,2025-10-12T03:24:11.654527
2025-07-09,USD,CHF,0.926627,2025-10-12T03:24:11.654534
2025-07-09,USD,CNY,7.253751,2025-10-12T03:24:11.654542
2025-07-09,USD,SGD,1.380959,2025-10-12T03:24:11.654549
2025-07-09,USD,HKD,7.814785,2025-10-12T03:24:11.654557
2025-07-09,USD,AED,3.684633,2025-10-12T03:24:11.654564
2025-07-09,USD,ZAR,18.411388,2025-10-12T03:24:11.654571
2025-07-09,USD,MXN,17.124232,2025-10-12T03:24:11.654578
2025-07-09,USD,SEK,10.665105,2025-10-12T03:24:11.654585
2025-07-09,USD,NOK,10.83871,2025-10-12T03:24:11.654592
2025-07-09,USD,DKK,6.725822,2025-10-12T03:24:11.654600
2025-07-09,USD,NZD,1.695883,2025-10-12T03:24:11.654607
2025-07-09,USD,PLN,4.024313,2025-10-12T03:24:11.654614
2025-07-09,USD,THB,36.213201,2025-10-12T03:24:11.654621
2025-07-09,USD,BRL,4.994919,2025-10-12T03:24:11.654628
2025-07-09,USD,TRY,32.804583,2025-10-12T03:24:11.654635
2025-07-09,USD,KRW,1357.162436,2025-10-12T03:24:11.654642
2025-07-09,USD,MYR,4.63611,2025-10-12T03:24:11.654649
2025-07-09,USD,PHP,56.570864,2025-10-12T03:24:11.654657
2025-07-09,USD,IDR,15533.267478,2025-10-12T03:24:11.654664
2025-07-09,USD,ARS,926.518197,2025-10-12T03:24:11.654671
2025-07-09,USD,CLP,929.688567,2025-10-12T03:24:11.654678
2025-07-09,USD,CZK,23.323991,2025-10-12T03:24:11.654686
2025-07-09,USD,VND,24570.242795,2025-10-12T03:24:11.654693
2025-07-10,USD,USD,0.959852,2025-10-12T03:24:11.654700
2025-07-10,USD,EUR,0.938374,2025-10-12T03:24:11.654707
2025-07-10,USD,GBP,0.768131,2025-10-12T03:24:11.654714
2025-07-10,USD,INR,84.837285,2025-10-12T03:24:11.654721
2025-07-10,USD,CAD,1.326293,2025-10-12T03:24:11.654728
2025-07-10,USD,AUD,1.489845,2025-10-12T03:24:11.654735
2025-07-10,USD,JPY,150.621107,2025-10-12T03:24:11.654742
2025-07-10,USD,CHF,0.925097,2025-10-12T03:24:11.654749
2025-07-10,USD,CNY,7.274438,2025-10-12T03:24:11.654755
2025-07-10,USD,SGD,1.384971,2025-10-12T03:24:11.654762
2025-07-10,USD,HKD,7.805342,2025-10-12T03:24:11.654770
2025-07-10,USD,AED,3.69823,2025-10-12T03:24:11.654777
2025-07-10,USD,ZAR,18.400428,2025-10-12T03:24:11.654786
2025-07-10,USD,MXN,17.149249,2025-10-12T03:24:11.654793
2025-07-10,USD,SEK,10.706985,2025-10-12T03:24:11.654800
2025-07-10,USD,NOK,10.844466,2025-10-12T03:24:11.654808
2025-07-10,USD,DKK,6.74755,2025-10-12T03:24:11.654815
2025-07-10,USD,NZD,1.694392,2025-10-12T03:24:11.654822
2025-07-10,USD,PLN,4.027826,2025-10-12T03:24:11.654829
2025-07-10,USD,THB,36.259832,2025-10-12T03:24:11.654836
2025-07-10,USD,BRL,5.010699,2025-10-12T03:24:11.654843
2025-07-10,USD,TRY,32.890501,2025-10-12T03:24:11.654850
2025-07-10,USD,KRW,1355.238143,2025-10-12T03:24:11.654857
2025-07-10,USD,MYR,4.626696,2025-10-12T03:24:11.654864
2025-07-10,USD,PHP,56.470042,2025-10-12T03:24:11.654871
2025-07-10,USD,IDR,15561.934538,2025-10-12T03:24:11.654878
2025-07-10,USD,ARS,923.73236,2025-10-12T03:24:11.654886
2025-07-10,USD,CLP,929.4415,2025-10-12T03:24:11.654893
2025-07-10,USD,CZK,23.385526,2025-10-12T03:24:11.654900
2025-07-10,USD,VND,24657.891901,2025-10-12T03:24:11.654908
2025-07-11,USD,USD,0.959448,2025-10-12T03:24:11.654916
2025-07-11,USD,EUR,0.937929,2025-10-12T03:24:11.654923
2025-07-11,USD,GBP,0.769815,2025-10-12T03:24:11.654930
2025-07-11,USD,INR,84.640786,2025-10-12T03:24:11.654937
2025-07-11,USD,CAD,1.330856,2025-10-12T03:24:11.654944
2025-07-11,USD,AUD,1.492583,2025-10-12T03:24:11.654951
2025-07-11,USD,JPY,150.521275,2025-10-12T03:24:11.654958
2025-07-11,USD,CHF,0.928579,2025-10-12T03:24:11.654965
2025-07-11,USD,CNY,7.277046,2025-10-12T03:24:11.654972
2025-07-11,USD,SGD,1.388941,2025-10-12T03:24:11.654979
2025-07-11,USD,HKD,7.821089,2025-10-12T03:24:11.654986
2025-07-11,USD,AED,3.698953,2025-10-12T03:24:11.654993
2025-07-11,USD,ZAR,18.444754,2025-10-12T03:24:11.655001
2025-07-11,USD,MXN,17.09801,2025-10-12T03:24:11.655009
2025-07-11,USD,SEK,10.733157,2025-10-12T03:24:11.655017
2025-07-11,USD,NOK,10.849452,2025-10-12T03:24:11.655024
2025-07-11,USD,DKK,6.737722,2025-10-12T03:24:11.655031
2025-07-11,USD,NZD,1.69699,2025-10-12T03:24:11.655038
2025-07-11,USD,PLN,4.029188,2025-10-12T03:24:11.655045
2025-07-11,USD,THB,36.140463,2025-10-12T03:24:11.655052
2025-07-11,USD,BRL,5.030405,2025-10-12T03:24:11.655059
2025-07-11,USD,TRY,32.859963,2025-10-12T03:24:11.655067
2025-07-11,USD,KRW,1360.174669,2025-10-12T03:24:11.655074
2025-07-11,USD,MYR,4.640308,2025-10-12T03:24:11.655080
2025-07-11,USD,PHP,56.560702,2025-10-12T03:24:11.655087
2025-07-11,USD,IDR,15563.535374,2025-10-12T03:24:11.655094
2025-07-11,USD,ARS,920.617462,2025-10-12T03:24:11.655101
2025-07-11,USD,CLP,931.686932,2025-10-12T03:24:11.655108
2025-07-11,USD,CZK,23.29742,2025-10-12T03:24:11.655115
2025-07-11,USD,VND,24708.33428,2025-10-12T03:24:11.655122
2025-07-12,USD,USD,0.959414,2025-10-12T03:24:11.655129
2025-07-12,USD,EUR,0.941294,2025-10-12T03:24:11.655137
2025-07-12,USD,GBP,0.76827,2025-10-12T03:24:11.655144
2025-07-12,USD,INR,84.721137,2025-10-12T03:24:11.655151
2025-07-12,USD,CAD,1.334825,2025-10-12T03:24:11.655158
2025-07-12,USD,AUD,1.495344,2025-10-12T03:24:11.655165
2025-07-12,USD,JPY,150.454644,2025-10-12T03:24:11.655172
2025-07-12,USD,CHF,0.927643,2025-10-12T03:24:11.655179
2025-07-12,USD,CNY,7.254336,2025-10-12T03:24:11.655186
2025-07-12,USD,SGD,1.388258,2025-10-12T03:24:11.655193
2025-07-12,USD,HKD,7.850693,2025-10-12T03:24:11.655200
2025-07-12,USD,AED,3.704357,2025-10-12T03:24:11.655207
2025-07-12,USD,ZAR,18.418472,2025-10-12T03:24:11.655214
2025-07-12,USD,MXN,17.034247,2025-10-12T03:24:11.655221
2025-07-12,USD,SEK,10.701586,2025-10-12T03:24:11.655229
2025-07-12,USD,NOK,10.812421,2025-10-12T03:24:11.655243
2025-07-12,USD,DKK,6.73771,2025-10-12T03:24:11.655251
2025-07-12,USD,NZD,1.692879,2025-10-12T03:24:11.655259
2025-07-12,USD,PLN,4.037411,2025-10-12T03:24:11.655266
2025-07-12,USD,THB,36.165202,2025-10-12T03:24:11.655273
2025-07-12,USD,BRL,5.025313,2025-10-12T03:24:11.655281
2025-07-12,USD,TRY,32.811435,2025-10-12T03:24:11.655288
2025-07-12,USD,KRW,1362.055265,2025-10-12T03:24:11.655295
2025-07-12,USD,MYR,4.64203,2025-10-12T03:24:11.655302
2025-07-12,USD,PHP,56.617536,2025-10-12T03:24:11.655309
2025-07-12,USD,IDR,15507.702872,2025-10-12T03:24:11.655316
2025-07-12,USD,ARS,919.543085,2025-10-12T03:24:11.655323
2025-07-12,USD,CLP,931.434225,2025-10-12T03:24:11.655330
2025-07-12,USD,CZK,23.212554,2025-10-12T03:24:11.655337
2025-07-12,USD,VND,24652.522758,2025-10-12T03:24:11.655344
2025-07-13,USD,USD,0.96102,2025-10-12T03:24:11.655351
2025-07-13,USD,EUR,0.939334,2025-10-12T03:24:11.655358
2025-07-13,USD,GBP,0.765401,2025-10-12T03:24:11.655365
2025-07-13,USD,INR,84.564625,2025-10-12T03:24:11.655372
2025-07-13,USD,CAD,1.330245,2025-10-12T03:24:11.655378
2025-07-13,USD,AUD,1.492943,2025-10-12T03:24:11.655385
2025-07-13,USD,JPY,149.918673,2025-10-12T03:24:11.655392
2025-07-13,USD,CHF,0.926556,2025-10-12T03:24:11.655399
2025-07-13,USD,CNY,7.24805,2025-10-12T03:24:11.655406
2025-07-13,USD,SGD,1.38674,2025-10-12T03:24:11.655413
2025-07-13,USD,HKD,7.82244,2025-10-12T03:24:11.655420
2025-07-13,USD,AED,3.718156,2025-10-12T03:24:11.655427
2025-07-13,USD,ZAR,18.363814,2025-10-12T03:24:11.655434
2025-07-13,USD,MXN,16.994981,2025-10-12T03:24:11.655441
2025-07-13,USD,SEK,10.70892,2025-10-12T03:24:11.655447
2025-07-13,USD,NOK,10.793434,2025-10-12T03:24:11.655454
2025-07-13,USD,DKK,6.761672,2025-10-12T03:24:11.655462
2025-07-13,USD,NZD,1.688849,2025-10-12T03:24:11.655469
2025-07-13,USD,PLN,4.04555,2025-10-12T03:24:11.655477
2025-07-13,USD,THB,36.231714,2025-10-12T03:24:11.655484
2025-07-13,USD,BRL,5.040239,2025-10-12T03:24:11.655491
2025-07-13,USD,TRY,32.821378,2025-10-12T03:24:11.655498
2025-07-13,USD,KRW,1358.730965,2025-10-12T03:24:11.655505
2025-07-13,USD,MYR,4.638541,2025-10-12T03:24:11.655512
2025-07-13,USD,PHP,56.664969,2025-10-12T03:24:11.655519
2025-07-13,USD,IDR,15502.235406,2025-10-12T03:24:11.655526
2025-07-13,USD,ARS,917.201452,2025-10-12T03:24:11.655533
2025-07-13,USD,CLP,930.411676,2025-10-12T03:24:11.655540
2025-07-13,USD,CZK,23.28237,2025-10-12T03:24:11.655547
2025-07-13,USD,VND,24651.156047,2025-10-12T03:24:11.655554
2025-07-14,USD,USD,0.961298,2025-10-12T03:24:11.655561
2025-07-14,USD,EUR,0.942872,2025-10-12T03:24:11.655568
2025-07-14,USD,GBP,0.762892,2025-10-12T03:24:11.655576
2025-07-14,USD,INR,84.289307,2025-10-12T03:24:11.655583
2025-07-14,USD,CAD,1.330559,2025-10-12T03:24:11.655590
2025-07-14,USD,AUD,1.497884,2025-10-12T03:24:11.655597
2025-07-14,USD,JPY,149.706918,2025-10-12T03:24:11.655604
2025-07-14,USD,CHF,0.924731,2025-10-12T03:24:11.655610
2025-07-14,USD,CNY,7.233883,2025-10-12T03:24:11.655618
2025-07-14,USD,SGD,1.388191,2025-10-12T03:24:11.655624
2025-07-14,USD,HKD,7.843974,2025-10-12T03:24:11.655632
2025-07-14,USD,AED,3.710934,2025-10-12T03:24:11.655638
2025-07-14,USD,ZAR,18.406563,2025-10-12T03:24:11.655645
2025-07-14,USD,MXN,16.974803,2025-10-12T03:24:11.655652
2025-07-14,USD,SEK,10.683672,2025-10-12T03:24:11.655659
2025-07-14,USD,NOK,10.771667,2025-10-12T03:24:11.655667
2025-07-14,USD,DKK,6.754005,2025-10-12T03:24:11.655673
2025-07-14,USD,NZD,1.69071,2025-10-12T03:24:11.655680
2025-07-14,USD,PLN,4.044703,2025-10-12T03:24:11.655688
2025-07-14,USD,THB,36.20874,2025-10-12T03:24:11.655696
2025-07-14,USD,BRL,5.058709,2025-10-12T03:24:11.655704
2025-07-14,USD,TRY,32.896216,2025-10-12T03:24:11.655711
2025-07-14,USD,KRW,1354.015105,2025-10-12T03:24:11.655717
2025-07-14,USD,MYR,4.62498,2025-10-12T03:24:11.655725
2025-07-14,USD,PHP,56.804167,2025-10-12T03:24:11.655732
2025-07-14,USD,IDR,15453.392875,2025-10-12T03:24:11.655739
2025-07-14,USD,ARS,919.2503,2025-10-12T03:24:11.655746
2025-07-14,USD,CLP,933.976985,2025-10-12T03:24:11.655753
2025-07-14,USD,CZK,23.279626,2025-10-12T03:24:11.655760
2025-07-14,USD,VND,24731.458434,2025-10-12T03:24:11.655767
2025-07-15,USD,USD,0.960371,2025-10-12T03:24:11.655774
2025-07-15,USD,EUR,0.940369,2025-10-12T03:24:11.655781
2025-07-15,USD,GBP,0.761673,2025-10-12T03:24:11.655788
2025-07-15,USD,INR,84.097137,2025-10-12T03:24:11.655795
2025-07-15,USD,CAD,1.330264,2025-10-12T03:24:11.655802
2025-07-15,USD,AUD,1.503068,2025-10-12T03:24:11.655809
2025-07-15,USD,JPY,150.007125,2025-10-12T03:24:11.655816
2025-07-15,USD,CHF,0.924832,2025-10-12T03:24:11.655823
2025-07-15,USD,CNY,7.213772,2025-10-12T03:24:11.656361
2025-07-15,USD,SGD,1.388901,2025-10-12T03:24:11.656374
2025-07-15,USD,HKD,7.846115,2025-10-12T03:24:11.656381
2025-07-15,USD,AED,3.697973,2025-10-12T03:24:11.656388
2025-07-15,USD,ZAR,18.339765,2025-10-12T03:24:11.656396
2025-07-15,USD,MXN,17.021563,2025-10-12T03:24:11.656403
2025-07-15,USD,SEK,10.651738,2025-10-12T03:24:11.656410
2025-07-15,USD,NOK,10.802414,2025-10-12T03:24:11.656417
2025-07-15,USD,DKK,6.760671,2025-10-12T03:24:11.656424
2025-07-15,USD,NZD,1.688432,2025-10-12T03:24:11.656431
2025-07-15,USD,PLN,4.036534,2025-10-12T03:24:11.656438
2025-07-15,USD,THB,36.161482,2025-10-12T03:24:11.656445
2025-07-15,USD,BRL,5.068362,2025-10-12T03:24:11.656454
2025-07-15,USD,TRY,32.901144,2025-10-12T03:24:11.656461
2025-07-15,USD,KRW,1357.443987,2025-10-12T03:24:11.656469
2025-07-15,USD,MYR,4.629478,2025-10-12T03:24:11.656476
2025-07-15,USD,PHP,56.600825,2025-10-12T03:24:11.656483
2025-07-15,USD,IDR,15473.936475,2025-10-12T03:24:11.656491
2025-07-15,USD,ARS,922.609273,2025-10-12T03:24:11.656498
2025-07-15,USD,CLP,932.725076,2025-10-12T03:24:11.656505
2025-07-15,USD,CZK,23.22493,2025-10-12T03:24:11.656512
2025-07-15,USD,VND,24771.816094,2025-10-12T03:24:11.656519
2025-07-16,USD,USD,0.9627,2025-10-12T03:24:11.656527
2025-07-16,USD,EUR,0.939058,2025-10-12T03:24:11.656534
2025-07-16,USD,GBP,0.762171,2025-10-12T03:24:11.656541
2025-07-16,USD,INR,84.150213,2025-10-12T03:24:11.656548
2025-07-16,USD,CAD,1.330592,2025-10-12T03:24:11.656555
2025-07-16,USD,AUD,1.503747,2025-10-12T03:24:11.656562
2025-07-16,USD,JPY,150.076425,2025-10-12T03:24:11.656569
2025-07-16,USD,CHF,0.924074,2025-10-12T03:24:11.656576
2025-07-16,USD,CNY,7.225429,2025-10-12T03:24:11.656583
2025-07-16,USD,SGD,1.385451,2025-10-12T03:24:11.656590
2025-07-16,USD,HKD,7.853049,2025-10-12T03:24:11.656597
2025-07-16,USD,AED,3.687385,2025-10-12T03:24:11.656604
2025-07-16,USD,ZAR,18.387395,2025-10-12T03:24:11.656611
2025-07-16,USD,MXN,17.056013,2025-10-12T03:24:11.656618
2025-07-16,USD,SEK,10.662221,2025-10-12T03:24:11.656626
2025-07-16,USD,NOK,10.780261,2025-10-12T03:24:11.656633
2025-07-16,USD,DKK,6.741745,2025-10-12T03:24:11.656640
2025-07-16,USD,NZD,1.69097,2025-10-12T03:24:11.656647
2025-07-16,USD,PLN,4.037674,2025-10-12T03:24:11.656654
2025-07-16,USD,THB,36.214316,2025-10-12T03:24:11.656661
2025-07-16,USD,BRL,5.06002,2025-10-12T03:24:11.656668
2025-07-16,USD,TRY,32.796189,2025-10-12T03:24:11.656675
2025-07-16,USD,KRW,1354.625471,2025-10-12T03:24:11.656682
2025-07-16,USD,MYR,4.63553,2025-10-12T03:24:11.656690
2025-07-16,USD,PHP,56.638898,2025-10-12T03:24:11.656697
2025-07-16,USD,IDR,15438.738725,2025-10-12T03:24:11.656704
2025-07-16,USD,ARS,923.022924,2025-10-12T03:24:11.656712
2025-07-16,USD,CLP,932.55933,2025-10-12T03:24:11.656719
2025-07-16,USD,CZK,23.1635,2025-10-12T03:24:11.656726
2025-07-16,USD,VND,24861.89439,2025-10-12T03:24:11.656733
2025-07-17,USD,USD,0.964554,2025-10-12T03:24:11.656741
2025-07-17,USD,EUR,0.940733,2025-10-12T03:24:11.656748
2025-07-17,USD,GBP,0.762446,2025-10-12T03:24:11.656755
2025-07-17,USD,INR,84.396957,2025-10-12T03:24:11.656762
2025-07-17,USD,CAD,1.328283,2025-10-12T03:24:11.656769
2025-07-17,USD,AUD,1.500227,2025-10-12T03:24:11.656776
2025-07-17,USD,JPY,149.81386,2025-10-12T03:24:11.656783
2025-07-17,USD,CHF,0.926379,2025-10-12T03:24:11.656790
2025-07-17,USD,CNY,7.23497,2025-10-12T03:24:11.656797
