product_id,sku,product_name,category,subcategory,price_usd,active,created_at,updated_at
PROD-10212,SKU-154199,Turquoise Decor,Home,Decor,46.22,True,2022-05-15 03:02:19,2025-08-19 03:02:19
PROD-10213,SKU-143939,LightGreen Storage,Office,Storage,18.68,True,2022-07-02 03:02:19,2024-09-18 03:02:19
PROD-10214,SKU-135662,MidnightBlue Team Sports,Sports,Team Sports,41.24,True,2023-02-02 03:02:19,2024-10-29 03:02:19
PROD-10215,SKU-468809,BlanchedAlmond Laptops,Electronics,Laptops,26.6,True,2023-07-07 03:02:19,2024-11-02 03:02:19
PROD-10216,SKU-238156,Crimson Pantry,Grocery,Pantry,26.24,True,2022-02-13 03:02:19,2025-01-17 03:02:19
PROD-10217,SKU-379813,Blue Team Sports,Sports,Team Sports,33.64,True,2022-09-02 03:02:19,2024-09-13 03:02:19
PROD-10218,SKU-293144,LightSlateGray Appliances,Home,Appliances,21.98,True,2023-02-03 03:02:19,2025-01-14 03:02:19
PROD-10219,SKU-463333,Orange Accessories,Sports,Accessories,48.4,True,2023-07-13 03:02:19,2025-05-25 03:02:19
PROD-10220,SKU-534950,Ivory Decor,Home,Decor,42.91,True,2023-01-10 03:02:19,2025-08-30 03:02:19
PROD-10221,SKU-707894,Aquamarine Action Figures,Toys,Action Figures,41.02,True,2023-05-16 03:02:19,2024-09-22 03:02:19
PROD-10222,SKU-626702,Brown Education,Books,Education,36.75,True,2022-04-25 03:02:19,2024-11-26 03:02:19
PROD-10223,SKU-635191,Tan Appliances,Home,Appliances,61.81,True,2023-02-06 03:02:19,2025-03-19 03:02:19
PROD-10224,SKU-143868,Orange Men,Fashion,Men,55.77,True,2023-07-31 03:02:19,2025-07-16 03:02:19
PROD-10225,SKU-231145,DarkRed Audio,Electronics,Audio,47.82,True,2023-06-21 03:02:19,2025-10-10 03:02:19
PROD-10226,SKU-397689,Cornsilk Frozen,Grocery,Frozen,24.62,True,2021-11-20 03:02:19,2024-12-17 03:02:19
PROD-10227,SKU-304059,LightSteelBlue Chairs,Office,Chairs,70.95,True,2023-03-16 03:02:19,2025-10-04 03:02:19
PROD-10228,SKU-268970,GhostWhite Kitchen,Home,Kitchen,60.84,True,2021-11-14 03:02:19,2025-02-04 03:02:19
PROD-10229,SKU-354333,GhostWhite Kitchen,Home,Kitchen,56.22,True,2023-06-01 03:02:19,2024-11-09 03:02:19
PROD-10230,SKU-306890,DodgerBlue Board Games,Toys,Board Games,25.57,True,2023-03-11 03:02:19,2025-05-02 03:02:19
PROD-10231,SKU-903679,BurlyWood Wearables,Electronics,Wearables,56.85,True,2023-01-26 03:02:19,2024-11-20 03:02:19
PROD-10232,SKU-983733,DarkTurquoise Non-Fiction,Books,Non-Fiction,16.59,True,2022-07-04 03:02:19,2025-07-22 03:02:19
PROD-10233,SKU-647103,Black Storage,Office,Storage,34.93,True,2022-06-20 03:02:19,2025-08-18 03:02:19
PROD-10234,SKU-408665,LimeGreen Audio,Electronics,Audio,37.98,True,2023-04-27 03:02:19,2025-08-08 03:02:19
PROD-10235,SKU-541531,DarkSeaGreen Frozen,Grocery,Frozen,14.6,True,2022-09-10 03:02:19,2025-08-09 03:02:19
PROD-10236,SKU-176939,Gray Furniture,Home,Furniture,54.44,True,2023-04-30 03:02:19,2024-09-29 03:02:19
PROD-10237,SKU-708836,RoyalBlue Furniture,Home,Furniture,16.77,True,2022-02-09 03:02:19,2025-01-30 03:02:19
PROD-10238,SKU-825833,GoldenRod Makeup,Beauty,Makeup,27.85,True,2023-07-08 03:02:19,2025-06-09 03:02:19
PROD-10239,SKU-167945,MediumBlue Cycling,Sports,Cycling,72.27,True,2023-07-17 03:02:19,2025-01-31 03:02:19
PROD-10240,SKU-374083,Plum Audio,Electronics,Audio,45.52,True,2021-09-24 03:02:19,2025-04-25 03:02:19
PROD-10241,SKU-689586,Azure Writing,Office,Writing,29.76,True,2023-02-12 03:02:19,2024-12-27 03:02:19
PROD-10242,SKU-177646,MediumVioletRed STEM,Toys,STEM,25.41,True,2022-11-19 03:02:19,2025-05-11 03:02:19
PROD-10243,SKU-218089,Olive Outdoor,Sports,Outdoor,18.66,True,2023-05-05 03:02:19,2025-05-09 03:02:19
PROD-10244,SKU-664744,Magenta Cycling,Sports,Cycling,17.02,True,2022-12-22 03:02:19,2025-04-04 03:02:19
PROD-10245,SKU-838030,LightSlateGray Tools,Automotive,Tools,51.09,True,2023-07-22 03:02:19,2024-10-14 03:02:19
PROD-10246,SKU-707210,PaleGoldenRod Shoes,Fashion,Shoes,34.84,True,2022-09-03 03:02:19,2024-10-27 03:02:19
PROD-10247,SKU-442377,GoldenRod Decor,Home,Decor,24.96,True,2022-01-04 03:02:19,2025-10-04 03:02:19
PROD-10248,SKU-929016,DarkOliveGreen Phones,Electronics,Phones,43.49,True,2022-10-20 03:02:19,2025-04-14 03:02:19
PROD-10249,SKU-721567,Aquamarine Produce,Grocery,Produce,24.68,True,2022-08-29 03:02:19,2024-10-15 03:02:19
PROD-10250,SKU-471498,HotPink Tires,Automotive,Tires,15.41,True,2022-11-16 03:02:19,2025-05-06 03:02:19
PROD-10251,SKU-674370,OldLace Accessories,Sports,Accessories,19.54,True,2022-12-13 03:02:19,2024-10-06 03:02:19
PROD-10252,SKU-936856,LightGoldenRodYellow Fitness,Sports,Fitness,61.28,True,2022-08-03 03:02:19,2025-01-02 03:02:19
PROD-10253,SKU-861764,SeaShell Audio,Electronics,Audio,69.85,True,2021-09-25 03:02:19,2025-04-19 03:02:19
PROD-10254,SKU-688597,Gold Storage,Office,Storage,57.27,True,2022-11-30 03:02:19,2025-09-18 03:02:19
PROD-10255,SKU-880798,Blue Chairs,Office,Chairs,21.84,True,2022-03-17 03:02:19,2024-09-16 03:02:19
PROD-10256,SKU-151146,PaleTurquoise Writing,Office,Writing,67.4,True,2022-09-12 03:02:19,2025-01-01 03:02:19
PROD-10257,SKU-838995,Tomato Board Games,Toys,Board Games,25.54,True,2022-09-25 03:02:19,2025-01-06 03:02:19
PROD-10258,SKU-664392,DeepPink Car Care,Automotive,Car Care,23.71,True,2021-09-11 03:02:19,2025-06-08 03:02:19
PROD-10259,SKU-651003,Aquamarine Tools,Automotive,Tools,93.03,True,2022-12-03 03:02:19,2025-06-15 03:02:19
PROD-10260,SKU-259981,Gray Pantry,Grocery,Pantry,46.38,True,2022-07-09 03:02:19,2025-04-01 03:02:19
PROD-10261,SKU-475362,Black Men,Fashion,Men,36.2,True,2023-01-07 03:02:19,2024-11-27 03:02:19
PROD-10262,SKU-715279,GoldenRod Puzzles,Toys,Puzzles,60.63,True,2022-01-07 03:02:19,2025-09-28 03:02:19
PROD-10263,SKU-890166,Chartreuse Fitness,Sports,Fitness,92.4,True,2022-09-30 03:02:19,2025-09-21 03:02:19
PROD-10264,SKU-767267,Black Accessories,Fashion,Accessories,59.53,True,2022-05-11 03:02:19,2025-06-18 03:02:19
PROD-10265,SKU-814646,Lime Fiction,Books,Fiction,28.51,False,2022-04-19 03:02:19,2024-12-30 03:02:19
PROD-10266,SKU-423092,Tan Action Figures,Toys,Action Figures,71.7,False,2022-12-22 03:02:19,2025-09-26 03:02:19
PROD-10267,SKU-815793,GhostWhite Board Games,Toys,Board Games,42.8,True,2022-04-03 03:02:19,2025-05-05 03:02:19
PROD-10268,SKU-860564,SeaShell Bedding,Home,Bedding,26.18,True,2022-09-08 03:02:19,2025-02-07 03:02:19
PROD-10269,SKU-300124,DarkOliveGreen Kitchen,Home,Kitchen,28.36,True,2022-02-06 03:02:19,2025-08-24 03:02:19
PROD-10270,SKU-383726,HotPink Bedding,Home,Bedding,26.74,True,2022-11-13 03:02:19,2024-11-24 03:02:19
PROD-10271,SKU-808333,Wheat Accessories,Automotive,Accessories,16.39,True,2022-04-08 03:02:19,2025-05-23 03:02:19
PROD-10272,SKU-483328,DarkKhaki Audio,Electronics,Audio,22.24,False,2022-04-07 03:02:19,2025-01-01 03:02:19
PROD-10273,SKU-756993,MediumSpringGreen Fitness,Sports,Fitness,21.27,True,2023-03-03 03:02:19,2025-03-03 03:02:19
PROD-10274,SKU-179851,Silver Snacks,Grocery,Snacks,95.14,True,2022-01-23 03:02:19,2025-07-02 03:02:19
PROD-10275,SKU-681501,Olive Cycling,Sports,Cycling,56.55,True,2023-05-18 03:02:19,2024-09-27 03:02:19
PROD-10276,SKU-846720,ForestGreen STEM,Toys,STEM,66.67,True,2022-05-17 03:02:19,2025-05-23 03:02:19
PROD-10277,SKU-881773,GoldenRod Skincare,Beauty,Skincare,44.07,True,2022-12-27 03:02:19,2024-11-14 03:02:19
PROD-10278,SKU-388642,SpringGreen Pantry,Grocery,Pantry,38.0,True,2022-06-11 03:02:19,2024-09-20 03:02:19
PROD-10279,SKU-563605,Tomato Women,Fashion,Women,29.98,True,2022-01-23 03:02:19,2025-08-12 03:02:19
PROD-10280,SKU-383618,Lime Kitchen,Home,Kitchen,27.67,True,2022-07-04 03:02:19,2025-01-20 03:02:19
PROD-10281,SKU-847715,Green Decor,Home,Decor,35.28,True,2022-08-17 03:02:19,2025-04-08 03:02:19
PROD-10282,SKU-262106,DeepPink Electronics,Automotive,Electronics,14.21,True,2023-03-21 03:02:19,2025-02-25 03:02:19
PROD-10283,SKU-175644,Tomato Kitchen,Home,Kitchen,64.62,True,2022-07-24 03:02:19,2025-09-08 03:02:19
PROD-10284,SKU-835742,Fuchsia Snacks,Grocery,Snacks,19.04,True,2021-09-08 03:02:19,2025-08-19 03:02:19
PROD-10285,SKU-146258,Teal Board Games,Toys,Board Games,24.88,True,2022-01-04 03:02:19,2025-08-02 03:02:19
PROD-10286,SKU-827345,RosyBrown Decor,Home,Decor,51.86,True,2023-06-14 03:02:19,2025-06-16 03:02:19
PROD-10287,SKU-851406,MediumBlue Furniture,Home,Furniture,17.45,True,2021-10-02 03:02:19,2025-07-05 03:02:19
PROD-10288,SKU-771771,DarkGoldenRod Accessories,Automotive,Accessories,12.81,True,2022-04-02 03:02:19,2025-03-20 03:02:19
PROD-10289,SKU-130937,OldLace Fitness,Sports,Fitness,13.58,True,2022-09-27 03:02:19,2025-06-20 03:02:19
PROD-10290,SKU-454522,OrangeRed Beverages,Grocery,Beverages,28.75,True,2023-02-09 03:02:19,2025-08-23 03:02:19
PROD-10291,SKU-786991,DeepSkyBlue Produce,Grocery,Produce,26.46,True,2022-04-09 03:02:19,2024-09-19 03:02:19
PROD-10292,SKU-753124,Snow Frozen,Grocery,Frozen,58.83,False,2022-04-17 03:02:19,2024-09-28 03:02:19
PROD-10293,SKU-749706,OliveDrab Action Figures,Toys,Action Figures,20.28,True,2022-03-10 03:02:19,2024-11-11 03:02:19
PROD-10294,SKU-807586,LightCoral Fiction,Books,Fiction,16.16,True,2021-09-04 03:02:19,2025-09-15 03:02:19
PROD-10295,SKU-466834,RosyBrown Decor,Home,Decor,22.72,True,2022-08-01 03:02:19,2025-01-12 03:02:19
PROD-10296,SKU-646119,LightCyan Audio,Electronics,Audio,65.86,True,2023-05-30 03:02:19,2024-12-09 03:02:19
PROD-10297,SKU-203724,DarkSalmon Decor,Home,Decor,33.22,True,2022-05-02 03:02:19,2024-09-15 03:02:19
PROD-10298,SKU-868881,LightSkyBlue Appliances,Home,Appliances,25.31,True,2023-06-07 03:02:19,2025-03-03 03:02:19
PROD-10299,SKU-919816,DarkGoldenRod Laptops,Electronics,Laptops,42.39,True,2023-06-18 03:02:19,2025-02-15 03:02:19
PROD-10300,SKU-899603,Beige Fiction,Books,Fiction,21.9,True,2022-06-17 03:02:19,2025-08-05 03:02:19
PROD-10301,SKU-110695,Chocolate Women,Fashion,Women,36.99,False,2022-02-25 03:02:19,2025-09-18 03:02:19
PROD-10302,SKU-628445,PapayaWhip Frozen,Grocery,Frozen,25.44,True,2023-07-27 03:02:19,2025-03-07 03:02:19
PROD-10303,SKU-460144,LawnGreen Men,Fashion,Men,27.1,True,2023-04-02 03:02:19,2025-03-21 03:02:19
PROD-10304,SKU-294500,MidnightBlue Cycling,Sports,Cycling,26.32,True,2022-09-18 03:02:19,2024-12-10 03:02:19
PROD-10305,SKU-451687,PaleTurquoise Accessories,Sports,Accessories,12.94,True,2022-10-13 03:02:19,2025-01-08 03:02:19
PROD-10306,SKU-557453,Red Kids,Books,Kids,42.94,True,2021-12-20 03:02:19,2025-08-14 03:02:19
PROD-10307,SKU-103557,PapayaWhip Writing,Office,Writing,13.62,True,2022-04-19 03:02:19,2025-08-01 03:02:19
PROD-10308,SKU-453185,Gold Accessories,Automotive,Accessories,28.65,True,2022-07-05 03:02:19,2024-10-07 03:02:19
PROD-10309,SKU-403660,OldLace Tires,Automotive,Tires,39.8,True,2022-07-24 03:02:19,2025-01-29 03:02:19
PROD-10310,SKU-106980,Aqua Audio,Electronics,Audio,53.6,False,2021-11-07 03:02:19,2025-01-09 03:02:19
PROD-10311,SKU-129599,OldLace Tools,Beauty,Tools,26.43,True,2022-09-13 03:02:19,2025-07-27 03:02:19
PROD-10312,SKU-962557,Snow Accessories,Automotive,Accessories,30.82,True,2022-12-06 03:02:19,2025-09-06 03:02:19
PROD-10313,SKU-109894,LightGray Fitness,Sports,Fitness,23.96,True,2022-11-06 03:02:19,2025-02-27 03:02:19
PROD-10314,SKU-246231,MediumBlue Tools,Beauty,Tools,48.66,True,2022-05-31 03:02:19,2025-03-07 03:02:19
PROD-10315,SKU-891417,FireBrick Tires,Automotive,Tires,17.29,True,2022-05-08 03:02:19,2025-10-11 03:02:19
PROD-10316,SKU-427472,PapayaWhip Makeup,Beauty,Makeup,48.31,True,2022-03-30 03:02:19,2025-10-07 03:02:19
PROD-10317,SKU-178260,Gainsboro Cameras,Electronics,Cameras,35.32,True,2022-06-10 03:02:19,2025-04-17 03:02:19
PROD-10318,SKU-878262,LightCyan Storage,Office,Storage,58.02,True,2023-04-06 03:02:19,2025-04-08 03:02:19
PROD-10319,SKU-867328,SeaShell Dolls,Toys,Dolls,27.76,True,2022-07-10 03:02:19,2025-05-01 03:02:19
PROD-10320,SKU-342198,LightYellow Electronics,Automotive,Electronics,18.79,True,2021-10-30 03:02:19,2025-07-24 03:02:19
PROD-10321,SKU-114374,CornflowerBlue Dolls,Toys,Dolls,61.61,True,2023-04-22 03:02:19,2025-03-10 03:02:19
PROD-10322,SKU-703224,Aqua Board Games,Toys,Board Games,54.37,True,2023-03-09 03:02:19,2024-11-09 03:02:19
PROD-10323,SKU-209431,IndianRed Non-Fiction,Books,Non-Fiction,19.66,True,2022-08-18 03:02:19,2025-01-01 03:02:19
PROD-10324,SKU-254569,DarkSalmon Haircare,Beauty,Haircare,41.1,True,2023-08-01 03:02:19,2024-09-26 03:02:19
PROD-10325,SKU-271790,Magenta Bedding,Home,Bedding,34.22,True,2022-01-03 03:02:19,2024-11-12 03:02:19
PROD-10326,SKU-511793,SeaGreen Wearables,Electronics,Wearables,23.32,True,2023-05-11 03:02:19,2024-10-14 03:02:19
PROD-10327,SKU-217653,LightSlateGray Electronics,Automotive,Electronics,22.83,True,2022-01-05 03:02:19,2025-03-25 03:02:19
PROD-10328,SKU-284190,Tomato Produce,Grocery,Produce,56.24,True,2023-03-22 03:02:19,2025-09-09 03:02:19
PROD-10329,SKU-547977,Chartreuse Men,Fashion,Men,62.53,True,2022-06-17 03:02:19,2025-09-10 03:02:19
PROD-10330,SKU-622107,DarkOliveGreen Kids,Fashion,Kids,37.53,True,2022-10-04 03:02:19,2025-05-27 03:02:19
PROD-10331,SKU-439830,Chocolate Furniture,Home,Furniture,14.53,True,2023-03-21 03:02:19,2025-05-08 03:02:19
PROD-10332,SKU-409332,Snow Accessories,Sports,Accessories,22.19,True,2023-05-22 03:02:19,2025-03-12 03:02:19
PROD-10333,SKU-822419,MediumPurple Phones,Electronics,Phones,29.89,True,2023-06-22 03:02:19,2024-09-11 03:02:19
PROD-10334,SKU-634213,Orchid Accessories,Automotive,Accessories,26.85,True,2022-03-15 03:02:19,2025-07-06 03:02:19
PROD-10335,SKU-194235,CornflowerBlue Electronics,Automotive,Electronics,29.52,True,2023-04-15 03:02:19,2025-04-22 03:02:19
PROD-10336,SKU-329202,LightSteelBlue Accessories,Sports,Accessories,76.04,True,2023-04-09 03:02:19,2025-05-21 03:02:19
PROD-10337,SKU-355267,PapayaWhip Electronics,Automotive,Electronics,51.95,True,2023-01-16 03:02:19,2025-02-13 03:02:19
PROD-10338,SKU-945617,PapayaWhip Team Sports,Sports,Team Sports,35.01,False,2021-11-28 03:02:19,2024-10-05 03:02:19
PROD-10339,SKU-724439,DarkBlue Appliances,Home,Appliances,27.27,True,2023-07-24 03:02:19,2025-07-13 03:02:19
PROD-10340,SKU-722299,Red Accessories,Automotive,Accessories,33.29,True,2022-11-14 03:02:19,2024-12-16 03:02:19
PROD-10341,SKU-148637,Blue Paper,Office,Paper,56.53,False,2023-06-13 03:02:19,2024-11-15 03:02:19
PROD-10342,SKU-544636,MediumAquaMarine Dolls,Toys,Dolls,14.87,True,2021-11-01 03:02:19,2025-07-26 03:02:19
PROD-10343,SKU-724801,Silver Action Figures,Toys,Action Figures,45.9,True,2021-10-29 03:02:19,2025-02-23 03:02:19
PROD-10344,SKU-577733,DarkGreen Furniture,Home,Furniture,38.28,True,2022-11-18 03:02:19,2025-07-11 03:02:19
PROD-10345,SKU-239133,PaleGreen Electronics,Automotive,Electronics,28.43,True,2023-01-19 03:02:19,2025-09-21 03:02:19
PROD-10346,SKU-452279,DimGray Printers,Office,Printers,12.54,True,2023-05-04 03:02:19,2025-09-09 03:02:19
PROD-10347,SKU-765948,Snow Fragrance,Beauty,Fragrance,30.44,True,2022-09-09 03:02:19,2025-08-20 03:02:19
PROD-10348,SKU-996295,Gold Printers,Office,Printers,49.32,True,2023-05-14 03:02:19,2024-10-09 03:02:19
PROD-10349,SKU-902263,Olive Tools,Beauty,Tools,23.25,True,2023-05-24 03:02:19,2025-07-05 03:02:19
PROD-10350,SKU-716807,Beige Dolls,Toys,Dolls,30.01,True,2022-05-11 03:02:19,2025-03-14 03:02:19
PROD-10351,SKU-538641,PapayaWhip Frozen,Grocery,Frozen,18.79,True,2023-03-24 03:02:19,2025-01-15 03:02:19
PROD-10352,SKU-107129,SandyBrown Phones,Electronics,Phones,48.65,True,2023-02-12 03:02:19,2025-01-14 03:02:19
PROD-10353,SKU-617026,DarkGray Fiction,Books,Fiction,21.61,True,2023-04-03 03:02:19,2025-05-05 03:02:19
PROD-10354,SKU-242389,MediumSpringGreen Snacks,Grocery,Snacks,39.13,True,2023-03-02 03:02:19,2024-10-20 03:02:19
PROD-10355,SKU-423778,LightGray Fragrance,Beauty,Fragrance,37.9,True,2023-06-11 03:02:19,2025-05-24 03:02:19
PROD-10356,SKU-716236,GoldenRod Audio,Electronics,Audio,19.96,True,2022-07-16 03:02:19,2024-10-14 03:02:19
PROD-10357,SKU-146566,DarkSalmon Writing,Office,Writing,47.26,True,2023-04-05 03:02:19,2024-09-12 03:02:19
PROD-10358,SKU-378323,MediumVioletRed Bedding,Home,Bedding,35.07,True,2022-12-05 03:02:19,2025-09-01 03:02:19
PROD-10359,SKU-937717,Cyan Fiction,Books,Fiction,22.08,True,2023-03-22 03:02:19,2025-08-19 03:02:19
PROD-10360,SKU-245416,MediumPurple Audio,Electronics,Audio,11.73,True,2022-09-14 03:02:19,2025-05-17 03:02:19
PROD-10361,SKU-567322,MidnightBlue Accessories,Sports,Accessories,61.23,True,2022-05-14 03:02:19,2024-11-24 03:02:19
PROD-10362,SKU-600180,DarkSalmon Skincare,Beauty,Skincare,17.77,True,2022-05-16 03:02:19,2024-11-20 03:02:19
PROD-10363,SKU-373707,MistyRose Non-Fiction,Books,Non-Fiction,36.08,True,2023-03-21 03:02:19,2024-12-03 03:02:19
PROD-10364,SKU-493141,FireBrick Laptops,Electronics,Laptops,43.49,True,2023-07-13 03:02:19,2024-12-31 03:02:19
PROD-10365,SKU-888217,Beige Dolls,Toys,Dolls,21.88,True,2023-02-04 03:02:19,2025-09-26 03:02:19
PROD-10366,SKU-843234,Green Chairs,Office,Chairs,42.21,True,2022-09-08 03:02:19,2024-11-16 03:02:19
PROD-10367,SKU-837599,Aqua Action Figures,Toys,Action Figures,24.63,True,2023-08-04 03:02:19,2025-02-21 03:02:19
PROD-10368,SKU-809529,PowderBlue Haircare,Beauty,Haircare,40.39,True,2023-01-22 03:02:19,2025-08-17 03:02:19
PROD-10369,SKU-191266,Chartreuse Storage,Office,Storage,30.04,True,2023-03-25 03:02:19,2024-12-28 03:02:19
PROD-10370,SKU-358690,LightPink Dolls,Toys,Dolls,9.92,True,2023-07-30 03:02:19,2025-09-11 03:02:19
PROD-10371,SKU-683395,LightGoldenRodYellow Outdoor,Sports,Outdoor,24.07,True,2022-01-16 03:02:19,2024-12-04 03:02:19
PROD-10372,SKU-720652,LavenderBlush Puzzles,Toys,Puzzles,33.31,True,2022-05-17 03:02:19,2025-05-16 03:02:19
PROD-10373,SKU-445000,MistyRose Fitness,Sports,Fitness,20.68,True,2021-10-25 03:02:19,2025-07-13 03:02:19
PROD-10374,SKU-114896,LightSalmon Accessories,Fashion,Accessories,37.74,True,2022-04-03 03:02:19,2025-06-02 03:02:19
PROD-10375,SKU-139416,Lavender Electronics,Automotive,Electronics,24.74,True,2022-03-16 03:02:19,2024-10-20 03:02:19
PROD-10376,SKU-716737,Peru Decor,Home,Decor,31.61,True,2022-08-02 03:02:19,2025-05-27 03:02:19
PROD-10377,SKU-352973,Ivory Phones,Electronics,Phones,18.87,True,2022-05-12 03:02:19,2025-10-09 03:02:19
PROD-10378,SKU-555369,LightSkyBlue Laptops,Electronics,Laptops,44.61,True,2023-05-30 03:02:19,2025-09-17 03:02:19
PROD-10379,SKU-132822,LightPink Cycling,Sports,Cycling,14.94,True,2022-03-25 03:02:19,2025-07-10 03:02:19
PROD-10380,SKU-598391,Crimson Fragrance,Beauty,Fragrance,33.57,True,2022-12-09 03:02:19,2025-02-09 03:02:19
PROD-10381,SKU-480981,LightGoldenRodYellow Wearables,Electronics,Wearables,31.2,True,2022-07-21 03:02:19,2025-05-11 03:02:19
PROD-10382,SKU-790447,Moccasin Skincare,Beauty,Skincare,7.32,True,2023-03-24 03:02:19,2025-02-02 03:02:19
PROD-10383,SKU-480354,Blue Furniture,Home,Furniture,86.43,True,2023-05-22 03:02:19,2025-05-15 03:02:19
PROD-10384,SKU-440238,MediumVioletRed Kitchen,Home,Kitchen,52.23,True,2022-05-10 03:02:19,2025-09-09 03:02:19
PROD-10385,SKU-295193,LavenderBlush Fragrance,Beauty,Fragrance,29.55,True,2022-01-01 03:02:19,2025-01-03 03:02:19
PROD-10386,SKU-444636,SandyBrown Education,Books,Education,44.02,True,2022-05-23 03:02:19,2025-10-05 03:02:19
PROD-10387,SKU-433922,NavajoWhite Decor,Home,Decor,20.79,True,2022-08-31 03:02:19,2024-11-22 03:02:19
PROD-10388,SKU-798483,Peru Frozen,Grocery,Frozen,47.68,True,2023-02-16 03:02:19,2024-10-28 03:02:19
PROD-10389,SKU-890439,Magenta Appliances,Home,Appliances,51.0,True,2023-03-03 03:02:19,2025-02-13 03:02:19
PROD-10390,SKU-514038,LightGreen Decor,Home,Decor,72.5,True,2023-04-12 03:02:19,2025-02-21 03:02:19
PROD-10391,SKU-500668,LightPink Skincare,Beauty,Skincare,50.31,True,2022-10-07 03:02:19,2025-06-06 03:02:19
PROD-10392,SKU-591013,BurlyWood Women,Fashion,Women,29.22,True,2021-09-19 03:02:19,2025-02-15 03:02:19
PROD-10393,SKU-787794,SlateGray Team Sports,Sports,Team Sports,30.62,True,2021-09-24 03:02:19,2025-09-05 03:02:19
PROD-10394,SKU-551910,Magenta Kids,Fashion,Kids,34.4,True,2021-10-16 03:02:19,2025-08-16 03:02:19
PROD-10395,SKU-587507,SeaShell Skincare,Beauty,Skincare,51.34,True,2022-09-25 03:02:19,2024-11-17 03:02:19
PROD-10396,SKU-722566,Aquamarine STEM,Toys,STEM,45.15,True,2022-03-03 03:02:19,2025-01-10 03:02:19
PROD-10397,SKU-900528,Brown Produce,Grocery,Produce,26.22,False,2022-10-16 03:02:19,2025-06-27 03:02:19
PROD-10398,SKU-127561,Linen Bedding,Home,Bedding,24.94,True,2022-04-25 03:02:19,2025-03-31 03:02:19
PROD-10399,SKU-810174,DarkViolet Tools,Beauty,Tools,46.65,True,2022-08-29 03:02:19,2024-10-31 03:02:19
PROD-10400,SKU-534818,White Pantry,Grocery,Pantry,27.45,False,2022-08-28 03:02:19,2024-12-13 03:02:19
PROD-10401,SKU-607116,DimGray Car Care,Automotive,Car Care,49.51,True,2023-03-13 03:02:19,2025-04-01 03:02:19
PROD-10402,SKU-464862,SkyBlue Kids,Fashion,Kids,16.68,True,2021-09-04 03:02:19,2025-06-13 03:02:19
PROD-10403,SKU-908997,Aqua Electronics,Automotive,Electronics,14.14,True,2022-05-14 03:02:19,2025-02-05 03:02:19
PROD-10404,SKU-916856,FireBrick Men,Fashion,Men,14.74,True,2023-06-17 03:02:19,2024-09-20 03:02:19
PROD-10405,SKU-382178,GoldenRod Kids,Books,Kids,33.76,True,2021-09-14 03:02:19,2025-09-01 03:02:19
PROD-10406,SKU-163934,LemonChiffon Makeup,Beauty,Makeup,14.12,True,2022-06-08 03:02:19,2024-11-14 03:02:19
PROD-10407,SKU-803231,SlateGray Accessories,Automotive,Accessories,30.16,True,2022-08-22 03:02:19,2024-12-27 03:02:19
PROD-10408,SKU-254687,DarkKhaki Paper,Office,Paper,51.83,True,2021-10-01 03:02:19,2025-03-26 03:02:19
PROD-10409,SKU-465582,LightBlue Appliances,Home,Appliances,29.2,True,2022-09-26 03:02:19,2025-02-10 03:02:19
PROD-10410,SKU-604575,DarkMagenta Cameras,Electronics,Cameras,20.98,True,2022-11-16 03:02:19,2025-08-11 03:02:19
PROD-10411,SKU-193758,MistyRose Kids,Fashion,Kids,27.09,True,2023-05-25 03:02:19,2025-09-28 03:02:19
PROD-10412,SKU-423127,SeaGreen Men,Fashion,Men,20.61,True,2022-04-23 03:02:19,2025-04-27 03:02:19
PROD-10413,SKU-571367,LavenderBlush Men,Fashion,Men,54.8,True,2023-02-27 03:02:19,2024-12-08 03:02:19
PROD-10414,SKU-997809,CornflowerBlue Decor,Home,Decor,17.65,True,2023-03-16 03:02:19,2025-08-25 03:02:19
PROD-10415,SKU-535007,DarkOrange Audio,Electronics,Audio,37.02,True,2022-04-23 03:02:19,2025-03-20 03:02:19
PROD-10416,SKU-728583,GhostWhite Shoes,Fashion,Shoes,12.28,True,2022-01-15 03:02:19,2025-06-23 03:02:19
PROD-10417,SKU-434370,White Tools,Beauty,Tools,15.94,True,2022-09-15 03:02:19,2025-01-20 03:02:19
PROD-10418,SKU-740097,BurlyWood Car Care,Automotive,Car Care,42.43,True,2022-06-26 03:02:19,2024-11-11 03:02:19
PROD-10419,SKU-936890,DarkBlue Fragrance,Beauty,Fragrance,84.7,True,2021-12-21 03:02:19,2025-06-08 03:02:19
PROD-10420,SKU-429211,MediumAquaMarine Chairs,Office,Chairs,35.68,True,2023-04-30 03:02:19,2025-05-13 03:02:19
PROD-10421,SKU-448653,SeaGreen Accessories,Sports,Accessories,46.56,True,2023-05-07 03:02:19,2025-02-02 03:02:19
PROD-10422,SKU-250124,Khaki Puzzles,Toys,Puzzles,40.07,True,2022-06-17 03:02:19,2025-08-23 03:02:19
PROD-10423,SKU-745072,Chocolate Fragrance,Beauty,Fragrance,86.02,True,2022-09-22 03:02:19,2025-04-15 03:02:19
PROD-10424,SKU-287946,MintCream Produce,Grocery,Produce,25.68,True,2023-01-31 03:02:19,2024-10-16 03:02:19
PROD-10425,SKU-628484,Ivory Wearables,Electronics,Wearables,34.57,True,2023-02-02 03:02:19,2025-07-02 03:02:19
