order_id,event_ts,currency,amount,status,sku,AccountExternalId
ORD-1c540a57-4977-4189-abe4-06e624a69692,2025-08-30 01:02:15,JPY,55.39,PLACED,SKU-464862,7ac654fe69ceb7b56ee2eea07b54d8a6312e47463f7e2453f1783839d333799c
ORD-039b3978-133c-4e30-87fa-4b573182c88c,2025-08-20 05:27:56,SEK,63.29,PLACED,SKU-979615,56732256133b4b067baafc3c37a408bd5be969ee26bd261eb14dc3c82bcdeda1
ORD-d148f805-081e-4a78-8172-0cb926aa4f7e,2025-08-28 00:55:31,JPY,41.4,SHIPPED,SKU-438289,2c5197b93359a9d8406d0e1076e1da58feb7e2841ace7a84972bdfa3624f4102
ORD-bb7168de-fbd2-4b35-9d1f-ff33aeccac6b,2025-09-11 09:42:35,SEK,28.5,CANCELLED,SKU-410930,0352341620a1a5df4087fe41f149cb0d218db99457a356e0476694cb62068666
ORD-77b50360-ad4d-4b4e-a8fe-39f99e490d11,2025-10-11 22:38:07,SEK,77.42,SHIPPED,SKU-657324,1c8df30374491d1ded84f06261ec0c04e26d338b074be7ce6f50ee66386f0b16
ORD-553670e2-796a-4e98-b259-c659865425be,2025-08-23 13:24:56,SEK,74.86,PAID,SKU-623966,3adabc38d543cadb9fe4a9376127ba48ad6b824add60e6b38fab40fac1671aa1
ORD-1946ad18-086d-42cf-9de2-82e78f6247dd,2025-09-25 14:31:00,CNY,60.84,PLACED,SKU-925784,d4a782fe580e240457ab12a1edd58173925ba4aa76aacaec3c76f22410f47a2f
ORD-11779ab1-7d6e-46f9-8ca1-735ca4a96fc9,2025-09-28 03:48:14,AUD,31.52,PLACED,SKU-674370,e7c35132a7fd1625e17e5aa59e39f5637111dd9ddd7df2d11536e780c94e6571
ORD-2ac77201-2aa5-439f-b0a6-0213909ff076,2025-09-07 20:43:03,GBP,109.61,SHIPPED,SKU-717730,e1b08387b9ab4fd9f140300368d448e1d49bd667b64bdf7d175bd10b033aaa1b
ORD-b3bd0793-871c-49e7-b30b-106c11593f46,2025-08-29 17:28:47,CNY,68.31,PLACED,SKU-847715,835b8606e95b6bcc751e3b9583374b3a8480517a77f66ac857346872a36234d1
ORD-8a4518c6-bac9-4c6b-8cfa-f78c620e5f17,2025-10-04 11:38:04,GBP,29.67,PAID,SKU-480981,60217bd6feece702c00f9481118d18b75aea0d62b10b737cbc1d7f273421b802
ORD-557e673c-638a-45b0-8f36-8ceef6235e4d,2025-08-14 07:41:31,GBP,16.33,PLACED,SKU-788067,676a3b1b172dea80df7db3f81525cac2ef90efe5f709fe51309c247cae11fa31
ORD-a6168e00-8c85-4019-8c53-c2ea2577f3c9,2025-09-14 01:04:18,GBP,58.43,CANCELLED,SKU-220016,47ab0d68900140363581b5e75524a60d48544051da74df1cfa98596a5765bdc5
ORD-1f74d56c-849b-47d6-a5ca-bd592c0bac1d,2025-09-08 03:58:13,CNY,26.31,PAID,SKU-992401,3f109c281153084f96a7548f2e15450bdced416b4e6c538d3f9dd6437b2c55e8
ORD-ba700425-df62-4eff-a2c3-26f05c91b56f,2025-09-15 15:27:42,CAD,337.22,SHIPPED,SKU-788109,7cb49bccccbace53c0a5e77201174d1049dd4787631784fc5c110aae75e4d77e
ORD-21059d20-0e82-410c-b732-a47abd2f2f6e,2025-09-20 22:47:21,CAD,50.73,PLACED,SKU-139734,0c1bdee53c242806ed09b5a701d8bea1cd88822e1110b3f3469d2fae7277bc3a
ORD-ecd00f16-372b-47b6-8e5f-c6269360a2dd,2025-08-28 20:01:18,USD,62.95,PAID,SKU-462248,b7315d8668019856fcf4508bf17233ea27d4a52267308e9b43950ad58a603306
ORD-428d67c2-dd07-4989-9145-892739cc40b1,2025-09-26 00:37:43,SEK,26.33,PLACED,SKU-135462,055239af603d90d067d4ef36007f0cb56237db4c12da44adc8ee5e60f61b801d
ORD-310f06ff-fa5e-4d6b-b611-6189f9236ba6,2025-10-05 16:46:15,INR,53.9,PLACED,SKU-851106,e050791db6e827e3325716b02e0982e836cd6f1815f7a09e11cdae6243104db7
ORD-eb338088-d256-4bae-b58f-8cb157e19e47,2025-10-07 14:25:12,SEK,91.5,PLACED,SKU-109894,5d16cc5dfba7c3b4a9b7c87bd3d87ef0066f4d8dd7498da7ee61c7142957fecf
ORD-c3aab87d-2a21-4453-b812-20b33983f3c2,2025-08-30 06:25:51,SEK,37.24,PLACED,SKU-940933,4b4087b45c6f306bbcb5a38e1b0ea4c7a54ba2b87df442a43417be938e224400
ORD-78e82092-7916-4972-8a48-96e93ee5fe69,2025-08-14 01:49:02,CAD,123.88,PAID,SKU-667344,9018115aa62e9757a1f406587e7a7ae85995be3ffbc5c5eee44b98fd76a7df77
ORD-57da17e4-5fd0-499e-bfff-775ef6ad273c,2025-09-13 20:55:45,INR,40.51,SHIPPED,SKU-266327,d9e743b7a4bbcb9826bd6fc9d7befe72262e4cf5ac5dbe8830c302bb96bcc58b
ORD-6dfa2632-0790-4c19-a5de-3c79bf969a13,2025-10-06 03:02:00,JPY,83.36,PLACED,SKU-696073,2151573f380c9ce734106b5188374ee9c9684982e2b20cd38f5a01a362776dda
ORD-5b9a33b4-bdc8-48c8-8681-10ea69ab486b,2025-09-20 20:48:14,CAD,67.67,PLACED,SKU-883924,648b053641c1c7b85582c37413f105fc3bfb8a1e2ad297c9a51ebcf699d9d418
ORD-b60c315e-8b5a-40d4-b021-a55e7bd64124,2025-09-06 22:42:21,USD,73.88,PLACED,SKU-903506,7ece215c8caf42852391073bd70a25c3e6b1e3ce5c29f05c8017ff61357b736b
ORD-d0fe005b-0d91-4abc-8180-74de0f938e93,2025-09-15 17:55:58,INR,50.4,PAID,SKU-147200,f1350c74d8b2270b1bb23632c32841cabad8e83a74b0417c1f00cfa212aa63ff
ORD-6ec9f528-cbf7-482a-ab02-6183b85f7a51,2025-09-05 08:56:09,EUR,54.99,CANCELLED,SKU-828196,180da51d54b5f0ec9ef7612a590e311a0429a3ad4d6394f16372bbe59e2aebe4
ORD-09d2582a-b738-42bb-8918-87dfcfcfc5e3,2025-09-11 06:35:54,CHF,72.58,PAID,SKU-959237,a11a33ae045ac72e368a89ad23635f7658c8aa24bd91a8ded2d5830720a02ac4
ORD-bafda38d-895c-4463-8be5-309cce36ec69,2025-09-25 09:53:38,CHF,38.03,CANCELLED,SKU-298004,f2084098c5c1994441da1a1654e1b44a1cff052957dade76f8b156f499b19110
ORD-e364e232-6e96-4800-897b-aa0dac6f0cd1,2025-10-09 17:30:41,CHF,40.54,SHIPPED,SKU-587289,fa1aec91afdbbe6864d4e9511d0c6c39ed698ee51cc547855b8c05d7b5315379
ORD-8e60f496-9539-44e6-88e7-4730a4556b29,2025-08-24 14:14:08,CAD,22.13,CANCELLED,SKU-567562,610c957703a900ad8ab95e97f544b9c3494b33aff61f6fe245a0fc29a25c988f
ORD-3694f805-4fb6-4b86-93a6-1ddeb70da922,2025-09-15 19:47:41,EUR,56.6,PLACED,SKU-707894,1c8df30374491d1ded84f06261ec0c04e26d338b074be7ce6f50ee66386f0b16
ORD-23f14de2-77f7-4bc4-a06b-0375c0347ce1,2025-09-29 22:50:17,SEK,74.55,PAID,SKU-990238,7da3a60e2e4c89d4492e302d509b2228a5c4b92eeb845d6a94f7ed46d95eb7eb
ORD-4df0d590-2a56-4888-bd19-dd994af695da,2025-09-26 07:29:08,CAD,138.29,PLACED,SKU-253497,06f2c8dac2b70e099df194873b391e6709962b2dc394d01dfa2e94aecc2dc566
ORD-7d9db87c-a163-44c5-851c-400e48d6970e,2025-08-19 15:44:36,JPY,31.66,PAID,SKU-300825,fb4ab0e1a9330e459fc192e9d91384eeeafdcc59f50971f03415fbb9c132f85a
ORD-42df613a-b17f-4573-935e-57c596d22104,2025-08-31 07:42:09,EUR,58.6,PLACED,SKU-790447,3b6ecfdfee21ec35ebca319cee6faec713bcdfa7c755cfd713a24fd6a9376067
ORD-95028a76-c1c0-4885-9738-8f1f07074211,2025-10-07 01:37:07,CHF,53.25,PLACED,SKU-891417,fea01fa2a8083dd840b937569a9fe7d45c6523f34d3ac0efe47c75edb60f0cfc
ORD-4410f06d-3eb8-4e7b-8eb7-283733bda591,2025-08-18 22:30:20,CNY,55.91,PAID,SKU-284190,f3065f0f10ab8f48724cdd92149a0d59137f902371a79d7a010d194e718a426e
ORD-644dff90-de92-4f6e-823a-2c3133da3996,2025-08-31 15:02:31,USD,95.5,PLACED,SKU-646334,3865a8017002991fd54ac4e86b59754874fd018df37893b942750f4940b5384f
ORD-fcf78ea8-6899-4a13-a8e4-b08670e67022,2025-10-09 00:30:00,CNY,35.16,CANCELLED,SKU-294329,2f9cc8e86328103217b5c2dfceaddc6a6fbe096592cb9b3216aea7fd0c980d60
ORD-dae8111c-5720-4ad6-b045-4be85eb3eed2,2025-08-18 22:47:33,JPY,82.08,PLACED,SKU-828196,fb9b97cb44ab4c6dba2abc18d41bb03a9512f04e678c31754faab2d30e3be7ad
ORD-e88b3dfc-3c45-407b-bd55-51d54e5aa728,2025-09-16 02:34:57,CNY,51.83,CANCELLED,SKU-648491,31791672e4db7257e3b259bad09a61b3dd3ba70d4d4535e3a1fdaddede07c1f9
ORD-80e6d3c5-a66a-4594-b3f3-3b6a7f38fa2a,2025-10-08 06:43:34,CNY,81.93,PLACED,SKU-460144,7a66a67ee379b90177c8a133f071056543871a239801f02b6337b0131b7f5e77
ORD-f4adcbb5-0d2b-4f77-b497-a4b207073f38,2025-08-24 13:06:22,AUD,88.76,CANCELLED,SKU-769977,51fddeb9bc0a41d1b3b46fb29a8f2aa6b203de1d80c631ced3fb7116ec55fd57
ORD-88b46e4a-7c1b-4933-8555-4dcd91d9df35,2025-10-08 12:00:45,SEK,37.55,PLACED,SKU-269738,93028d3bef30b03182719842a21a8a2dd0b9a56d7ff405775e1aaecabb9502f9
ORD-77f442cf-e209-4ce7-addb-8af02ad6dbe3,2025-09-03 12:32:01,JPY,35.51,CANCELLED,SKU-431461,c12de54b2f1870d15b8dd324584262f4b137a2f7ecd79fde27c15f4d79795656
ORD-71fdbaa0-e24a-4cfe-90fd-20be9582b87e,2025-09-02 13:41:14,JPY,75.3,CANCELLED,SKU-701226,6af5a9aa0d120e76a98f07ea38c85c8382ace5bd352d9f860b91918fe9c4debe
ORD-71c5336c-5823-4fc5-95b7-4e970621de5a,2025-09-28 23:43:34,AUD,48.69,CANCELLED,SKU-737142,3d2681113f41b4f1de9535aa7b8eb6f21bc3ce2d200831a0649330a586fc66a2
ORD-5b001e39-7817-404e-8997-1196ab634372,2025-10-03 04:24:26,AUD,87.48,PAID,SKU-447890,48a42e86c7b6760577d5c6ca2a9f7470fb945676b03879d647293bd42e27096d
ORD-a91eaf69-a359-4695-8c73-d345763262fa,2025-09-14 18:56:07,CAD,67.34,PAID,SKU-734198,af6459411d3f2b3a2dd1c8460158b2f8331e704bb8622befa93297c9e6f57d80
ORD-6f581340-8080-4177-ab78-3e3149a1c65f,2025-08-21 20:10:14,GBP,33.28,PAID,SKU-177356,d8ee7e354e1d4b958c31b806ef63d75f24bbecedb02bc30ef5043e39c9eddfba
ORD-30b82fa7-6be2-4785-b1bb-2280d3eef5fc,2025-10-09 11:13:00,SEK,52.46,PAID,SKU-779619,0099bf1692fa952a59703cdab99540ebbe1ef3c005626e4f31d88cd4645a0bef
ORD-ae80026a-e4ff-4d7a-b745-b31ca66f6cc0,2025-08-13 16:30:40,INR,95.83,PLACED,SKU-636846,180da51d54b5f0ec9ef7612a590e311a0429a3ad4d6394f16372bbe59e2aebe4
ORD-51a42f6d-56af-428d-b564-9686233182d3,2025-09-11 00:24:52,CAD,33.78,PAID,SKU-393562,cf852f79dff29a4e2b5388a310f1545183e682a41514c987e1f67e578a420886
ORD-5968f3f2-8058-4e67-bf8a-75b72e89dd41,2025-08-20 12:50:05,CNY,62.87,PLACED,SKU-901383,af6459411d3f2b3a2dd1c8460158b2f8331e704bb8622befa93297c9e6f57d80
ORD-116df59e-fafd-4a58-a474-5ee0c08f6379,2025-08-31 22:23:15,INR,165.25,SHIPPED,SKU-908152,ab949796a548023cddec1bfd3450101d32cdd715cab26b92299691a6deedc011
ORD-586c07c5-c3b2-450b-aec6-eec6ee1b4c7c,2025-09-11 16:17:50,CAD,35.81,CANCELLED,SKU-545036,7da3a60e2e4c89d4492e302d509b2228a5c4b92eeb845d6a94f7ed46d95eb7eb
ORD-3027f209-90a5-4a83-ac83-1aa835257d3a,2025-09-28 19:43:05,CAD,48.8,SHIPPED,SKU-297346,30e7fbe33edf11ebb105b8d9c9661e27214bae022262028890cd13ed3f7cf390
ORD-1709d1db-4665-49e7-85e3-0b2f2671da8a,2025-08-22 16:17:19,CNY,58.36,SHIPPED,SKU-203724,3186dd7733308e66e6b48c5d20bd1bdde1af2eca39ef514296243183670986b1
ORD-ddcd7a83-4128-49a5-ae56-067af6bc92f4,2025-09-19 16:31:01,CHF,52.08,CANCELLED,SKU-789649,871dd3e9df1b5412f1d77ce30b6cfed92a8ee7cc317e1f310e64dec3440a9fee
ORD-a297110a-b808-452c-8278-e734e7819adc,2025-10-10 13:57:02,GBP,61.29,CANCELLED,SKU-106980,207f2c3f488b7c6605928272393845bf3dcdb316b1da2af399251b6ef19aa71f
ORD-c65c01a4-668e-4f5c-8da4-cbde913324cb,2025-08-24 02:35:07,GBP,27.78,CANCELLED,SKU-852617,6079514b4ca3ea3168f61972da868ad3b60ff109e9a6b6bf5162c13e263d9b2a
ORD-875a329d-7057-4665-b1b7-1ad24082d282,2025-09-15 20:35:33,GBP,29.17,CANCELLED,SKU-902397,4dd133d3e613add6c06ed9ccfb09bd3040901ed55d372b92bfcaa4e2a558766e
ORD-8b8c8d48-4f88-4951-ace4-27c26d5fd0a8,2025-09-08 12:21:06,INR,44.34,CANCELLED,SKU-674370,29d782c7f808bc5080bbf7b61044974531080500b09b914912ab7325ef12e390
ORD-016007e8-ab18-4fb6-b47f-49644734ed38,2025-09-15 02:45:26,USD,42.04,PAID,SKU-403660,36ce1b395179360b9f8db70ac1df6bc2a68d94eeff2b200a51e1cae377bd2c36
ORD-1d0dfa72-bb16-4882-8f0e-3e39c8b43c78,2025-08-19 01:25:59,AUD,71.07,PAID,SKU-788126,7ac654fe69ceb7b56ee2eea07b54d8a6312e47463f7e2453f1783839d333799c
ORD-0f51cc95-f14e-48af-8044-b2082bfa7a1b,2025-10-05 06:46:15,AUD,49.94,CANCELLED,SKU-543757,da73d4cc6426de662558cf67e6f3c45878506dfe7ff2965aff1faaddf79167fd
ORD-c7b8d3e1-9cd1-4ee6-9b95-fbcd8f136274,2025-10-04 08:41:30,CHF,75.12,SHIPPED,SKU-545036,48a42e86c7b6760577d5c6ca2a9f7470fb945676b03879d647293bd42e27096d
ORD-81639882-fe96-49ba-bc51-d930c0af347a,2025-10-01 18:02:55,CNY,43.18,CANCELLED,SKU-562929,9a1706f15257cc5d33e3a517a9652af945e06b51305eb64fde07e3e94ed3be79
ORD-d2efd85c-ddf9-4129-b8d6-bdae69c0e846,2025-10-11 21:43:17,CHF,61.8,PLACED,SKU-875573,9ad4f750c81ed16410601e6c65c767053153e41ffce78018afb5e45cced7dfb9
ORD-c009fe91-5a8d-4be6-9529-af93ec7f08ac,2025-09-08 02:30:58,INR,77.22,CANCELLED,SKU-147200,3ef0d3193679fbbd6e16b994fd0db9311fef2f785fb19f63713a93f3487f9181
ORD-666ce990-d001-4c74-a612-413901938b0f,2025-09-14 00:59:03,CAD,53.95,CANCELLED,SKU-593804,76ecc1684e6168372146717926d969844a46d0fa4812c1874cf4d6763ed1224f
ORD-92ac7e72-13e6-476c-aa69-092a7634b08b,2025-09-19 00:44:26,CHF,154.22,SHIPPED,SKU-430568,da1ac3423514961bf7615286ec81bb720439f99f5b210eeed7df808f6109c191
ORD-795642eb-651c-47f4-8e72-5c318e156e2c,2025-08-27 05:16:41,AUD,47.62,SHIPPED,SKU-418180,c6e798f04bc6a978b78bb3759df4451018e165842d0926d2944eae824d02274b
ORD-e2d7f86a-c842-4fb8-aff0-40219090b918,2025-10-11 10:27:41,EUR,227.41,SHIPPED,SKU-924402,5b68d0859db6a8735fc5840d3962a6f07c8c5cb31b220cd7d78510c44af3007c
ORD-85fb6f22-e706-4295-9425-452f07085676,2025-09-05 07:16:36,CAD,58.86,CANCELLED,SKU-194235,f5531b6bb6b7cea2aed110defbce693b3588c14c886758263bc541d3e6deafff
ORD-93d9df8a-7038-47f6-9fee-7e9e6b0d001f,2025-10-01 09:54:53,SEK,34.55,PAID,SKU-260599,f1350c74d8b2270b1bb23632c32841cabad8e83a74b0417c1f00cfa212aa63ff
ORD-85601f44-3a20-484f-90aa-a4f8d4e3a37b,2025-09-06 22:14:28,SEK,86.78,PAID,SKU-445000,2d8c38007539fdccb5d90aa1fa6f1f46927869157b290f5f7fb8fe785c8a76de
ORD-f8d05fdd-d58c-4ece-b96a-8a12cfb81bd8,2025-09-24 14:46:47,AUD,38.25,PLACED,SKU-705526,7e1cee711019823586f3b1084ebd4491a576c39397078cac9057c3e26e0f0d62
ORD-487ddac1-ecca-4ca0-a1be-e79e8b658fe8,2025-08-21 06:53:03,INR,82.8,PLACED,SKU-534950,2a99510d8db869585d7d2b299e5d3c90db0ad2b5220e2ea843d43c060b3016e9
ORD-46dd3b50-d850-41ea-8a53-f7f91b036d59,2025-09-09 20:49:34,USD,79.17,CANCELLED,SKU-340475,16376bbafce8ab695fb4c69d231ca7d667bf0bae529d688b0fb579ff2baa0ea6
ORD-b27b9e85-6464-47af-8e48-33f64c5635b2,2025-09-14 16:35:10,JPY,90.73,PAID,SKU-916890,02422e06c82736a6965baa1d9ecd276faa3d21f5ab34a76014324e750da6fa5a
ORD-47cc9ce4-769e-4af2-b092-551dc5154766,2025-09-21 10:05:33,SEK,81.84,CANCELLED,SKU-456621,d4a782fe580e240457ab12a1edd58173925ba4aa76aacaec3c76f22410f47a2f
ORD-a14b6a93-c69f-4125-b4ba-0b9b76827fd3,2025-09-21 15:52:33,INR,54.05,PLACED,SKU-755460,a11a33ae045ac72e368a89ad23635f7658c8aa24bd91a8ded2d5830720a02ac4
ORD-88126849-08c6-43de-b933-972bb7cb3958,2025-08-18 19:32:27,CNY,34.46,PAID,SKU-890439,35d99f4fbc2a46193070698c4c7b8f158f44695adcb221cd8541591fe161a58e
ORD-a473404c-c9f0-4fda-a0fc-861f6357404b,2025-09-04 10:19:36,CAD,41.26,SHIPPED,SKU-239133,458ed5360b813dbb3aacf1e3e2e40f996918cd6b736c15ba1058bb2f19d8c503
ORD-30f3390c-7d54-4178-a5d1-e99e2669e5f1,2025-08-20 08:22:55,CAD,48.05,PAID,SKU-468809,970e9d5939f99c1f3781c20acf46edbccdb124d0a164a7a55e4eb57455c44854
ORD-1747d812-da6f-497b-91ef-43357bd1cf7d,2025-09-18 09:06:06,JPY,46.45,SHIPPED,SKU-295193,e339304137d6d46cab168ac58cd04ee818d3bbb61c416465ab4637369e87fd12
ORD-18a76508-cb16-4403-bdba-36ae3b2302fe,2025-09-10 14:08:07,USD,86.31,PAID,SKU-439830,6c0fedbe3ce74e0e486bea25b173f4c152b0650eef33277d56b366f85c6e8f97
ORD-441421d0-e469-49f5-9950-74c0d0ce33e5,2025-10-07 16:38:40,GBP,103.96,SHIPPED,SKU-205179,72bbee6e43c2c9fe7ea5747838bf2ed33ca1490e2a955bb6aa7db31a812b4fd0
ORD-cd7b656a-3cac-4b87-bb3f-4e00dfd971dd,2025-09-20 18:53:31,SEK,14.28,CANCELLED,SKU-968724,0fe45bc36b8f0ffd2dd693ddbad4aa818edc217bedd06fd2d82f2acb9905b1c8
ORD-1403a1f5-4348-4193-b7f9-95b62f71dfcf,2025-08-16 09:59:29,AUD,68.29,CANCELLED,SKU-858620,0dc7d0e34ff8366244c7144f3b4d2359d67bbb450b9bda830c77833d7ff38444
ORD-ee4894a5-1ef5-4423-aeb1-fe2ab6dc0bd4,2025-10-01 03:56:05,INR,52.55,CANCELLED,SKU-918729,0d21088ef1c77f14c9d64b9cca5fbc8539b5b5725f5110e0b11646b0a4ae6ce1
ORD-1acc0f69-70eb-438a-beb9-e00d510464ab,2025-08-14 15:01:16,USD,122.43,PLACED,SKU-500323,d54d4b60177aded194697ce60fd4322130ed31c14cfb71909a3132df7ce6f7f6
ORD-0f00ad34-5dea-40da-98b1-7b7979a117d5,2025-10-01 13:37:19,SEK,56.92,SHIPPED,SKU-617272,56af4084b1ba2abcd4dc27bd1c5587886fa3ceab1e6379108d3a9444e7bea004
ORD-6003ba63-6d25-48e5-8903-4ac7daeb74f5,2025-08-23 02:32:35,CHF,58.18,PLACED,SKU-167769,1746ed11ce1801ecd30c5592d833f014d56f03fc13d4e9675b92e77f6d583075
ORD-0dea40e3-f409-4048-8b8a-a16535659dd9,2025-10-02 21:10:30,GBP,39.71,PLACED,SKU-838696,f481986ed88f3feb7f0630ab8c58e830ce600c12f6ee3d0ff8a5aafd0f1b9217
ORD-5dc3d8e7-a684-4685-a32e-c29e35494d24,2025-09-26 13:58:46,SEK,65.1,PLACED,SKU-765948,e7c35132a7fd1625e17e5aa59e39f5637111dd9ddd7df2d11536e780c94e6571
ORD-337cf359-4f61-4481-9ca0-c79f1910934d,2025-09-05 11:38:45,AUD,30.08,PAID,SKU-934895,45bfa3a979d93372cc9bf4db97368b309c1fdfdc83c21d6515da1e08719f16c1
ORD-ed12edf2-dbe9-40f4-8ac4-d878fb7379b7,2025-09-22 08:21:05,INR,25.86,PAID,SKU-404820,c6e798f04bc6a978b78bb3759df4451018e165842d0926d2944eae824d02274b
ORD-31e040d0-143e-4e9b-80ad-0bd47f4c7cff,2025-10-06 14:23:56,CHF,21.7,CANCELLED,SKU-771209,af6459411d3f2b3a2dd1c8460158b2f8331e704bb8622befa93297c9e6f57d80
ORD-8f3bd620-c628-4cfe-943e-c73ab6d9f0f7,2025-09-24 13:29:48,AUD,46.13,PAID,SKU-754045,7190eaedd0e38423ec1354e4c047dd8802c558efd00dd8a7a50cce75253560c4
ORD-903fac24-672c-4d33-b548-e02e0552a408,2025-08-15 22:05:55,EUR,119.91,PAID,SKU-725084,4b19c9f64efa02f936526cb6b0e2f61210371e61184b3a67b148f9185c3fb3b7
ORD-de781280-3028-4df2-9329-9df6ff05f1a7,2025-10-02 02:12:04,JPY,36.32,CANCELLED,SKU-997804,2dbb6607f79860022c4c6eb368b676f2385fc4163744eaae84492a4291ee95fb
ORD-469aabc8-4936-4831-9992-bc6a0693f6bb,2025-09-30 07:54:20,CHF,51.98,PLACED,SKU-807586,194e7eef1a7c83d2f4275763b8c9e8f2a41fb280025d41003ac01ce7fc22a4b7
ORD-793da3af-ea1c-4c97-ae2d-ae86c4f707cf,2025-08-21 10:54:20,AUD,70.01,PAID,SKU-857785,e225e00b65e1da0dd15d4e06eda1f29129c456916bcbf81e8f92c8f036949df7
ORD-b9632b91-9766-48f9-af3f-a0fe71c61734,2025-09-11 02:20:07,JPY,87.74,PAID,SKU-757277,6168e5eb4547d1222e5e62e5c84bb0bb5ceb3a0c9cbe2866ecfa753dacb681a8
ORD-8fc6a2d1-8bc8-42b4-999d-caa4ba9d669e,2025-09-19 19:05:54,AUD,68.54,PAID,SKU-167769,75bbf42fb4a5bca4e371cd458e72898024aa0a2f4157357d9c46f70ed78d2dd6
ORD-55f5ae6a-b247-44c8-bf14-50c395498343,2025-10-06 06:35:05,CHF,36.81,SHIPPED,SKU-840763,75bbf42fb4a5bca4e371cd458e72898024aa0a2f4157357d9c46f70ed78d2dd6
ORD-59835d60-b72c-4354-ad74-545eaeeda9a4,2025-08-26 15:52:09,INR,38.93,CANCELLED,SKU-140293,bf7d1edb8033421329115f7111c8b79a28836b61fe54f862348f0161b48ca015
ORD-64b21e5b-6bb1-40be-8379-668156082c59,2025-08-25 11:53:11,JPY,57.3,SHIPPED,SKU-535007,cede6b667875de64fff1574508987300972f5186652c60bda3d5969bb4817401
ORD-3219afad-d333-4b04-9275-234919300382,2025-09-14 20:00:43,CAD,37.18,PAID,SKU-116146,c12d370b47ab78996461b0d5fc733aed05165760d285acf183f109ffc642237d
ORD-98306f3d-47a0-4321-8a7a-6f795fa0f601,2025-09-22 13:21:37,INR,91.04,CANCELLED,SKU-185122,6f7d102a17c9b2f885259bd4f59b0f0d17d99c994a43927dce235cb77463d671
ORD-9830b1b3-fea5-4ae3-a228-f6f807e56e14,2025-09-30 22:03:35,AUD,82.55,CANCELLED,SKU-355312,edfa40f792cc26ce28aea19b35c0dc0a2b79cc25776676a8a427cd48f1ce74ab
ORD-b6b02615-f9bc-46f2-bc27-5f47a0181d1c,2025-09-05 04:36:04,EUR,41.05,SHIPPED,SKU-767267,cc3d5540fa3aa5f7f8e1c71799246d93b8c3f93c7a984c45573ad6d2563037fe
ORD-f7711fdf-ff18-449d-856a-667597272d16,2025-09-27 04:54:10,INR,59.62,CANCELLED,SKU-287946,9447410d7bed3ab4e88fc8270eebefdc6778ad6be6b5f11b1f130fc49cde5b4f
ORD-8031da49-d87a-4654-8656-013b553e52da,2025-08-19 13:57:15,CAD,64.13,SHIPPED,SKU-272454,6f2dd327e773dd0e8c841b7e573ce7912722529753fda2fe2cf0103422bbff04
ORD-ee21dc55-1c95-4d7a-8d57-66a0fed78c02,2025-09-03 03:26:40,SEK,21.27,CANCELLED,SKU-506216,911b667f3d1184361644c2624894e33040dabe49bd151007b0c88f468b44f053
ORD-1ee51bca-8290-48c8-a06a-8adaaae8c8da,2025-09-15 15:24:34,GBP,21.25,SHIPPED,SKU-128128,99e0a69f0a67d054151402e7e8b29140ab427b0bd7b7b2ac4a256eaee82f3652
ORD-849abaa4-aef3-450a-842f-d5eb15d3aaaf,2025-10-05 19:27:30,GBP,73.77,PLACED,SKU-443713,02eaad04f4b5e4e7ab89832d51bf48593c7a37f35e6559728d85b0f6119fd392
ORD-e02edf20-cb92-4c86-a870-ea893a10fff9,2025-10-02 01:55:52,CHF,32.54,PAID,SKU-579870,4c2aa17b9684bd89672538e1f78c5afd1695b711bbc7013c364c3ee503182ed5
ORD-048f09f7-7f92-442f-aead-6999f24ac651,2025-10-07 17:04:16,SEK,71.69,SHIPPED,SKU-953523,ea44d5a30eed7d3258b57dbe316678f34a5cb0d9fdc660c194a54c28b9d05c13
ORD-e6ce9462-b5d1-4d48-bd80-c298c8ec16b8,2025-09-17 11:37:56,USD,25.15,CANCELLED,SKU-900528,ac8a5c73a1f2d81226c0e34900b266302c7662c2206ecfb2920b0087014c9400
ORD-02be9e47-ed0d-4763-8afa-fffee450e00f,2025-09-01 11:34:06,AUD,101.57,PLACED,SKU-959237,ce3b40611fed862c290928b29ee7a20bcb5711ad29e9e88e1d5d7869220b759a
ORD-23957fac-b0ff-49b5-92a3-f2bb7ac8fb17,2025-08-29 14:03:13,USD,32.43,PAID,SKU-114374,53517c195a89689f15a46df27fee23c94d77306dcec317b29a353cb6931cf36f
ORD-693e60af-165d-4086-aa2b-be3244a7e878,2025-08-21 00:14:55,CHF,36.74,PAID,SKU-373002,41c733c1d9b7fcec94f34bc7839b32cf6c2a583f70f6f35b46fe65311f404d6b
ORD-8ba6b790-1010-4af0-b4f4-b97a1da0f6a4,2025-09-18 13:29:13,CNY,33.74,PAID,SKU-629783,b2f8ba974d101eee0457816f07b28ef18d6aee224f2c22976a64de9ce0bea788
ORD-45c58fb5-ab93-4e2d-91c9-6dc873731ac9,2025-08-15 03:10:21,SEK,69.21,SHIPPED,SKU-790447,ac1d7a88e4791654783278866372941538473252ce8449943fd122a6324f7aff
ORD-d7073822-2adb-41ea-a516-7afdc70a8054,2025-09-04 03:12:18,GBP,60.26,SHIPPED,SKU-133232,e7c35132a7fd1625e17e5aa59e39f5637111dd9ddd7df2d11536e780c94e6571
